Answer.bonus,trial,color,workerid,init_images,percentage,type,utterance_label,label,Answer.condition,clicked,Answer.time_in_minutes,block,block_trial,utterance,position
324,8,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_2,color,competitor,some,0,6.676383333333333,1,8, The machine dispensed all of the orange ones.,1
324,8,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_2,color,target,some,1,6.676383333333333,1,8, The machine dispensed all of the orange ones.,2
324,9,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,prior,competitor,some,1,6.676383333333333,2,1, The machine dispensed,1
324,9,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,prior,target,some,0,6.676383333333333,2,1, The machine dispensed,2
324,9,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,quantifier,competitor,some,1,6.676383333333333,2,1, The machine dispensed some of the,1
324,9,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,quantifier,target,some,0,6.676383333333333,2,1, The machine dispensed some of the,2
324,9,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,color,competitor,some,1,6.676383333333333,2,1, The machine dispensed some of the orange ones.,1
324,9,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,color,target,some,0,6.676383333333333,2,1, The machine dispensed some of the orange ones.,2
324,10,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_2,prior,target,some,1,6.676383333333333,2,2, The machine dispensed,1
324,10,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_2,prior,competitor,some,0,6.676383333333333,2,2, The machine dispensed,2
324,10,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_2,quantifier,target,some,1,6.676383333333333,2,2, The machine dispensed some of the,1
324,10,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_2,quantifier,competitor,some,0,6.676383333333333,2,2, The machine dispensed some of the,2
324,10,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_2,color,target,some,1,6.676383333333333,2,2, The machine dispensed some of the orange ones.,1
324,10,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_2,color,competitor,some,0,6.676383333333333,2,2, The machine dispensed some of the orange ones.,2
324,11,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,prior,competitor,some,1,6.676383333333333,2,3, The machine dispensed,1
324,11,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,prior,target,some,0,6.676383333333333,2,3, The machine dispensed,2
324,11,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,quantifier,competitor,some,1,6.676383333333333,2,3, The machine dispensed none of the,1
324,11,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,quantifier,target,some,0,6.676383333333333,2,3, The machine dispensed none of the,2
324,11,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,color,competitor,some,0,6.676383333333333,2,3, The machine dispensed none of the blue ones.,1
324,11,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,color,target,some,1,6.676383333333333,2,3, The machine dispensed none of the blue ones.,2
324,12,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,prior,competitor,some,1,6.676383333333333,2,4, The machine dispensed,1
324,12,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,prior,target,some,0,6.676383333333333,2,4, The machine dispensed,2
324,12,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,quantifier,competitor,some,0,6.676383333333333,2,4, The machine dispensed all of the,1
324,12,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,quantifier,target,some,1,6.676383333333333,2,4, The machine dispensed all of the,2
324,12,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,color,competitor,some,0,6.676383333333333,2,4, The machine dispensed all of the blue ones.,1
324,12,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,color,target,some,1,6.676383333333333,2,4, The machine dispensed all of the blue ones.,2
324,13,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,prior,competitor,some,1,6.676383333333333,2,5, The machine dispensed,1
324,13,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,prior,target,some,0,6.676383333333333,2,5, The machine dispensed,2
324,13,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,quantifier,competitor,some,0,6.676383333333333,2,5, The machine dispensed most of the,1
324,13,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,quantifier,target,some,1,6.676383333333333,2,5, The machine dispensed most of the,2
324,13,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,color,competitor,some,0,6.676383333333333,2,5, The machine dispensed most of the blue ones.,1
324,13,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,color,target,some,1,6.676383333333333,2,5, The machine dispensed most of the blue ones.,2
324,14,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,6.676383333333333,2,6, The machine dispensed,1
324,14,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,6.676383333333333,2,6, The machine dispensed,2
324,14,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,6.676383333333333,2,6, The machine dispensed most of the,1
324,14,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,6.676383333333333,2,6, The machine dispensed most of the,2
324,14,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,color,competitor,some,0,6.676383333333333,2,6, The machine dispensed most of the orange ones.,1
324,14,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,6.676383333333333,2,6, The machine dispensed most of the orange ones.,2
324,15,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,prior,competitor,some,0,6.676383333333333,2,7, The machine dispensed,1
324,15,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,prior,target,some,1,6.676383333333333,2,7, The machine dispensed,2
324,15,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,quantifier,competitor,some,0,6.676383333333333,2,7, The machine dispensed most of the,1
324,15,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,quantifier,target,some,1,6.676383333333333,2,7, The machine dispensed most of the,2
324,15,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,color,competitor,some,0,6.676383333333333,2,7, The machine dispensed most of the blue ones.,1
324,15,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,color,target,some,1,6.676383333333333,2,7, The machine dispensed most of the blue ones.,2
324,16,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,prior,competitor,some,1,6.676383333333333,2,8, The machine dispensed,1
324,16,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,prior,target,some,0,6.676383333333333,2,8, The machine dispensed,2
324,16,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,quantifier,competitor,some,0,6.676383333333333,2,8, The machine dispensed some of the,1
324,16,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,quantifier,target,some,1,6.676383333333333,2,8, The machine dispensed some of the,2
324,16,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,60_90_1,color,competitor,some,0,6.676383333333333,2,8, The machine dispensed some of the orange ones.,1
324,16,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,60_90_1,color,target,some,1,6.676383333333333,2,8, The machine dispensed some of the orange ones.,2
324,17,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,0,6.676383333333333,3,1, The machine dispensed,1
324,17,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,1,6.676383333333333,3,1, The machine dispensed,2
324,17,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,0,6.676383333333333,3,1, The machine dispensed some of the,1
324,17,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,1,6.676383333333333,3,1, The machine dispensed some of the,2
324,17,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,6.676383333333333,3,1, The machine dispensed some of the blue ones.,1
324,17,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,6.676383333333333,3,1, The machine dispensed some of the blue ones.,2
324,18,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,prior,competitor,some,0,6.676383333333333,3,2, The machine dispensed,1
324,18,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,prior,target,some,1,6.676383333333333,3,2, The machine dispensed,2
324,18,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,quantifier,competitor,some,1,6.676383333333333,3,2, The machine dispensed some of the,1
324,18,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,quantifier,target,some,0,6.676383333333333,3,2, The machine dispensed some of the,2
324,18,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,color,competitor,some,0,6.676383333333333,3,2, The machine dispensed some of the orange ones.,1
324,18,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,color,target,some,1,6.676383333333333,3,2, The machine dispensed some of the orange ones.,2
324,19,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,prior,competitor,some,1,6.676383333333333,3,3, The machine dispensed,1
324,19,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,prior,target,some,0,6.676383333333333,3,3, The machine dispensed,2
324,19,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,quantifier,competitor,some,1,6.676383333333333,3,3, The machine dispensed some of the,1
324,19,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,quantifier,target,some,0,6.676383333333333,3,3, The machine dispensed some of the,2
324,19,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_1,color,competitor,some,0,6.676383333333333,3,3, The machine dispensed some of the orange ones.,1
324,19,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_1,color,target,some,1,6.676383333333333,3,3, The machine dispensed some of the orange ones.,2
324,20,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,prior,competitor,some,0,6.676383333333333,3,4, The machine dispensed,1
324,20,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,prior,target,some,1,6.676383333333333,3,4, The machine dispensed,2
324,20,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,quantifier,competitor,some,0,6.676383333333333,3,4, The machine dispensed most of the,1
324,20,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,quantifier,target,some,1,6.676383333333333,3,4, The machine dispensed most of the,2
324,20,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,color,competitor,some,0,6.676383333333333,3,4, The machine dispensed most of the blue ones.,1
324,20,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,color,target,some,1,6.676383333333333,3,4, The machine dispensed most of the blue ones.,2
324,21,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,6.676383333333333,3,5, The machine dispensed,1
324,21,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,6.676383333333333,3,5, The machine dispensed,2
324,21,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,6.676383333333333,3,5, The machine dispensed most of the,1
324,21,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,6.676383333333333,3,5, The machine dispensed most of the,2
324,21,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,color,competitor,some,0,6.676383333333333,3,5, The machine dispensed most of the orange ones.,1
324,21,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,color,target,some,1,6.676383333333333,3,5, The machine dispensed most of the orange ones.,2
324,22,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,prior,competitor,some,0,6.676383333333333,3,6, The machine dispensed,1
324,22,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,prior,target,some,1,6.676383333333333,3,6, The machine dispensed,2
324,22,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,quantifier,competitor,some,0,6.676383333333333,3,6, The machine dispensed all of the,1
324,22,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,quantifier,target,some,1,6.676383333333333,3,6, The machine dispensed all of the,2
324,22,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,color,competitor,some,0,6.676383333333333,3,6, The machine dispensed all of the blue ones.,1
324,22,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,color,target,some,1,6.676383333333333,3,6, The machine dispensed all of the blue ones.,2
324,23,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,prior,competitor,some,1,6.676383333333333,3,7, The machine dispensed,1
324,23,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,prior,target,some,0,6.676383333333333,3,7, The machine dispensed,2
324,23,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,quantifier,competitor,some,0,6.676383333333333,3,7, The machine dispensed none of the,1
324,23,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,quantifier,target,some,1,6.676383333333333,3,7, The machine dispensed none of the,2
324,23,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,color,competitor,some,0,6.676383333333333,3,7, The machine dispensed none of the blue ones.,1
324,23,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,color,target,some,1,6.676383333333333,3,7, The machine dispensed none of the blue ones.,2
324,24,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,prior,target,some,0,6.676383333333333,3,8, The machine dispensed,1
324,24,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,prior,competitor,some,1,6.676383333333333,3,8, The machine dispensed,2
324,24,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,quantifier,target,some,1,6.676383333333333,3,8, The machine dispensed most of the,1
324,24,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,quantifier,competitor,some,0,6.676383333333333,3,8, The machine dispensed most of the,2
324,24,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,color,target,some,1,6.676383333333333,3,8, The machine dispensed most of the blue ones.,1
324,24,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,color,competitor,some,0,6.676383333333333,3,8, The machine dispensed most of the blue ones.,2
324,25,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,0,6.676383333333333,4,1, The machine dispensed,1
324,25,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,1,6.676383333333333,4,1, The machine dispensed,2
324,25,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,0,6.676383333333333,4,1, The machine dispensed some of the,1
324,25,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,1,6.676383333333333,4,1, The machine dispensed some of the,2
324,25,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,6.676383333333333,4,1, The machine dispensed some of the orange ones.,1
324,25,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,6.676383333333333,4,1, The machine dispensed some of the orange ones.,2
324,26,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,prior,target,some,0,6.676383333333333,4,2, The machine dispensed,1
324,26,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,prior,competitor,some,1,6.676383333333333,4,2, The machine dispensed,2
324,26,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,quantifier,target,some,1,6.676383333333333,4,2, The machine dispensed most of the,1
324,26,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,quantifier,competitor,some,0,6.676383333333333,4,2, The machine dispensed most of the,2
324,26,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_1,color,target,some,1,6.676383333333333,4,2, The machine dispensed most of the orange ones.,1
324,26,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_1,color,competitor,some,0,6.676383333333333,4,2, The machine dispensed most of the orange ones.,2
324,27,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,prior,competitor,some,0,6.676383333333333,4,3, The machine dispensed,1
324,27,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,prior,target,some,1,6.676383333333333,4,3, The machine dispensed,2
324,27,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,quantifier,competitor,some,1,6.676383333333333,4,3, The machine dispensed some of the,1
324,27,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,quantifier,target,some,0,6.676383333333333,4,3, The machine dispensed some of the,2
324,27,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,25_60_2,color,competitor,some,0,6.676383333333333,4,3, The machine dispensed some of the orange ones.,1
324,27,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",60,25_60_2,color,target,some,1,6.676383333333333,4,3, The machine dispensed some of the orange ones.,2
324,28,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,prior,target,some,0,6.676383333333333,4,4, The machine dispensed,1
324,28,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,prior,competitor,some,1,6.676383333333333,4,4, The machine dispensed,2
324,28,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,quantifier,target,some,1,6.676383333333333,4,4, The machine dispensed none of the,1
324,28,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,quantifier,competitor,some,0,6.676383333333333,4,4, The machine dispensed none of the,2
324,28,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_2,color,target,some,1,6.676383333333333,4,4, The machine dispensed none of the orange ones.,1
324,28,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_2,color,competitor,some,0,6.676383333333333,4,4, The machine dispensed none of the orange ones.,2
324,29,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,prior,target,some,0,6.676383333333333,4,5, The machine dispensed,1
324,29,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,prior,competitor,some,1,6.676383333333333,4,5, The machine dispensed,2
324,29,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,quantifier,target,some,1,6.676383333333333,4,5, The machine dispensed all of the,1
324,29,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,quantifier,competitor,some,0,6.676383333333333,4,5, The machine dispensed all of the,2
324,29,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,75_100_2,color,target,some,1,6.676383333333333,4,5, The machine dispensed all of the orange ones.,1
324,29,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,75_100_2,color,competitor,some,0,6.676383333333333,4,5, The machine dispensed all of the orange ones.,2
324,30,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,prior,target,some,1,6.676383333333333,4,6, The machine dispensed,1
324,30,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,prior,competitor,some,0,6.676383333333333,4,6, The machine dispensed,2
324,30,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,quantifier,target,some,1,6.676383333333333,4,6, The machine dispensed most of the,1
324,30,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,quantifier,competitor,some,0,6.676383333333333,4,6, The machine dispensed most of the,2
324,30,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_2,color,target,some,1,6.676383333333333,4,6, The machine dispensed most of the orange ones.,1
324,30,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_2,color,competitor,some,0,6.676383333333333,4,6, The machine dispensed most of the orange ones.,2
324,31,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,prior,target,some,0,6.676383333333333,4,7, The machine dispensed,1
324,31,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,prior,competitor,some,1,6.676383333333333,4,7, The machine dispensed,2
324,31,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,quantifier,target,some,0,6.676383333333333,4,7, The machine dispensed some of the,1
324,31,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,quantifier,competitor,some,1,6.676383333333333,4,7, The machine dispensed some of the,2
324,31,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,color,target,some,1,6.676383333333333,4,7, The machine dispensed some of the orange ones.,1
324,31,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,color,competitor,some,0,6.676383333333333,4,7, The machine dispensed some of the orange ones.,2
324,32,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_1,prior,target,some,1,6.676383333333333,4,8, The machine dispensed,1
324,32,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_1,prior,competitor,some,0,6.676383333333333,4,8, The machine dispensed,2
324,32,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_1,quantifier,target,some,1,6.676383333333333,4,8, The machine dispensed most of the,1
324,32,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_1,quantifier,competitor,some,0,6.676383333333333,4,8, The machine dispensed most of the,2
324,32,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,90_0_1,color,target,some,1,6.676383333333333,4,8, The machine dispensed most of the orange ones.,1
324,32,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,90_0_1,color,competitor,some,0,6.676383333333333,4,8, The machine dispensed most of the orange ones.,2
324,33,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,prior,target,some,0,6.676383333333333,5,1, The machine dispensed,1
324,33,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,prior,competitor,some,1,6.676383333333333,5,1, The machine dispensed,2
324,33,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,quantifier,target,some,1,6.676383333333333,5,1, The machine dispensed some of the,1
324,33,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,quantifier,competitor,some,0,6.676383333333333,5,1, The machine dispensed some of the,2
324,33,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,60_90_1,color,target,some,1,6.676383333333333,5,1, The machine dispensed some of the orange ones.,1
324,33,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,60_90_1,color,competitor,some,0,6.676383333333333,5,1, The machine dispensed some of the orange ones.,2
324,34,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,prior,competitor,some,1,6.676383333333333,5,2, The machine dispensed,1
324,34,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,prior,target,some,0,6.676383333333333,5,2, The machine dispensed,2
324,34,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,quantifier,competitor,some,1,6.676383333333333,5,2, The machine dispensed some of the,1
324,34,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,quantifier,target,some,0,6.676383333333333,5,2, The machine dispensed some of the,2
324,34,orange,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",60,25_60_1,color,competitor,some,0,6.676383333333333,5,2, The machine dispensed some of the blue ones.,1
324,34,blue,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,25_60_1,color,target,some,1,6.676383333333333,5,2, The machine dispensed some of the blue ones.,2
324,35,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,prior,competitor,some,0,6.676383333333333,5,3, The machine dispensed,1
324,35,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,prior,target,some,1,6.676383333333333,5,3, The machine dispensed,2
324,35,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,quantifier,competitor,some,0,6.676383333333333,5,3, The machine dispensed most of the,1
324,35,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,quantifier,target,some,1,6.676383333333333,5,3, The machine dispensed most of the,2
324,35,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,75_100_1,color,competitor,some,0,6.676383333333333,5,3, The machine dispensed most of the orange ones.,1
324,35,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,75_100_1,color,target,some,1,6.676383333333333,5,3, The machine dispensed most of the orange ones.,2
324,36,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,prior,target,some,0,6.676383333333333,5,4, The machine dispensed,1
324,36,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,prior,competitor,some,1,6.676383333333333,5,4, The machine dispensed,2
324,36,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,quantifier,target,some,1,6.676383333333333,5,4, The machine dispensed none of the,1
324,36,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,quantifier,competitor,some,0,6.676383333333333,5,4, The machine dispensed none of the,2
324,36,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_2,color,target,some,1,6.676383333333333,5,4, The machine dispensed none of the blue ones.,1
324,36,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_2,color,competitor,some,0,6.676383333333333,5,4, The machine dispensed none of the blue ones.,2
324,37,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,prior,target,some,1,6.676383333333333,5,5, The machine dispensed,1
324,37,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,prior,competitor,some,0,6.676383333333333,5,5, The machine dispensed,2
324,37,blue,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,90_0_1,quantifier,target,some,1,6.676383333333333,5,5, The machine dispensed most of the,1
324,37,orange,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,90_0_1,quantifier,competitor,some,0,6.676383333333333,5,5, The machine dispensed most of the,2
