trial,color,block_trial,clicked,utterance,type,Answer.condition,position,Answer.time_in_minutes,Answer.bonus,label,utterance_label,init_images,workerid,block,percentage
54,orange,6,1, The machine dispensed none of the,40_0_2,many_many,1,7.2923,282,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,0
54,blue,6,0, The machine dispensed none of the,40_0_2,many_many,2,7.2923,282,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,40
54,orange,6,1, The machine dispensed none of the orange ones.,40_0_2,many_many,1,7.2923,282,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,0
54,blue,6,0, The machine dispensed none of the orange ones.,40_0_2,many_many,2,7.2923,282,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,40
55,orange,7,0, The machine dispensed,60_90_1,many_many,1,7.2923,282,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,60
55,blue,7,1, The machine dispensed,60_90_1,many_many,2,7.2923,282,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,90
55,orange,7,0, The machine dispensed many of the,60_90_1,many_many,1,7.2923,282,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,60
55,blue,7,1, The machine dispensed many of the,60_90_1,many_many,2,7.2923,282,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,90
55,orange,7,0, The machine dispensed many of the orange ones.,60_90_1,many_many,1,7.2923,282,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,60
55,blue,7,1, The machine dispensed many of the orange ones.,60_90_1,many_many,2,7.2923,282,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,7,90
56,blue,8,0, The machine dispensed,60_90_2,many_many,1,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,60
56,orange,8,1, The machine dispensed,60_90_2,many_many,2,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,90
56,blue,8,0, The machine dispensed many of the,60_90_2,many_many,1,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,60
56,orange,8,1, The machine dispensed many of the,60_90_2,many_many,2,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,90
56,blue,8,0, The machine dispensed many of the orange ones.,60_90_2,many_many,1,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,60
56,orange,8,1, The machine dispensed many of the orange ones.,60_90_2,many_many,2,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,7,90
57,orange,1,1, The machine dispensed,25_100_2,many_many,1,7.2923,282,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,100
57,blue,1,0, The machine dispensed,25_100_2,many_many,2,7.2923,282,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,25
57,orange,1,1, The machine dispensed all of the,25_100_2,many_many,1,7.2923,282,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,100
57,blue,1,0, The machine dispensed all of the,25_100_2,many_many,2,7.2923,282,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,25
57,orange,1,1, The machine dispensed all of the orange ones.,25_100_2,many_many,1,7.2923,282,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,100
57,blue,1,0, The machine dispensed all of the orange ones.,25_100_2,many_many,2,7.2923,282,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,25
58,orange,2,0, The machine dispensed,40_0_1,many_many,1,7.2923,282,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,40
58,blue,2,1, The machine dispensed,40_0_1,many_many,2,7.2923,282,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,0
58,orange,2,1, The machine dispensed some of the,40_0_1,many_many,1,7.2923,282,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,40
58,blue,2,0, The machine dispensed some of the,40_0_1,many_many,2,7.2923,282,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,0
58,orange,2,1, The machine dispensed some of the orange ones.,40_0_1,many_many,1,7.2923,282,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,40
58,blue,2,0, The machine dispensed some of the orange ones.,40_0_1,many_many,2,7.2923,282,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,8,0
59,blue,3,1, The machine dispensed,60_90_1,many_many,1,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
59,orange,3,0, The machine dispensed,60_90_1,many_many,2,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
59,blue,3,1, The machine dispensed many of the,60_90_1,many_many,1,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
59,orange,3,0, The machine dispensed many of the,60_90_1,many_many,2,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
59,blue,3,1, The machine dispensed many of the orange ones.,60_90_1,many_many,1,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
59,orange,3,0, The machine dispensed many of the orange ones.,60_90_1,many_many,2,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
60,blue,4,0, The machine dispensed,40_0_2,many_many,1,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,40
60,orange,4,1, The machine dispensed,40_0_2,many_many,2,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,0
60,blue,4,0, The machine dispensed none of the,40_0_2,many_many,1,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,40
60,orange,4,1, The machine dispensed none of the,40_0_2,many_many,2,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,0
60,blue,4,0, The machine dispensed none of the orange ones.,40_0_2,many_many,1,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,40
60,orange,4,1, The machine dispensed none of the orange ones.,40_0_2,many_many,2,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,0
61,blue,5,1, The machine dispensed,25_60_2,many_many,1,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
61,orange,5,0, The machine dispensed,25_60_2,many_many,2,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
61,blue,5,1, The machine dispensed many of the,25_60_2,many_many,1,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
61,orange,5,0, The machine dispensed many of the,25_60_2,many_many,2,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
61,blue,5,1, The machine dispensed many of the blue ones.,25_60_2,many_many,1,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
61,orange,5,0, The machine dispensed many of the blue ones.,25_60_2,many_many,2,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
62,blue,6,0, The machine dispensed,25_60_1,many_many,1,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
62,orange,6,1, The machine dispensed,25_60_1,many_many,2,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
62,blue,6,0, The machine dispensed some of the,25_60_1,many_many,1,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
62,orange,6,1, The machine dispensed some of the,25_60_1,many_many,2,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
62,blue,6,0, The machine dispensed some of the blue ones.,25_60_1,many_many,1,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
62,orange,6,1, The machine dispensed some of the blue ones.,25_60_1,many_many,2,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
63,blue,7,1, The machine dispensed,25_100_1,many_many,1,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,100
63,orange,7,0, The machine dispensed,25_100_1,many_many,2,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
63,blue,7,0, The machine dispensed some of the,25_100_1,many_many,1,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,100
63,orange,7,1, The machine dispensed some of the,25_100_1,many_many,2,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
63,blue,7,0, The machine dispensed some of the orange ones.,25_100_1,many_many,1,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,100
63,orange,7,1, The machine dispensed some of the orange ones.,25_100_1,many_many,2,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,25
64,blue,8,1, The machine dispensed,60_90_2,many_many,1,7.2923,282,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
64,orange,8,0, The machine dispensed,60_90_2,many_many,2,7.2923,282,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
64,blue,8,0, The machine dispensed many of the,60_90_2,many_many,1,7.2923,282,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
64,orange,8,1, The machine dispensed many of the,60_90_2,many_many,2,7.2923,282,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
64,blue,8,0, The machine dispensed many of the blue ones.,60_90_2,many_many,1,7.2923,282,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,90
64,orange,8,1, The machine dispensed many of the blue ones.,60_90_2,many_many,2,7.2923,282,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,8,60
1,orange,1,0, The machine dispensed,25_100_1,many_many,1,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
1,blue,1,1, The machine dispensed,25_100_1,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
1,orange,1,1, The machine dispensed some of the,25_100_1,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
1,blue,1,0, The machine dispensed some of the,25_100_1,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
1,orange,1,1, The machine dispensed some of the orange ones.,25_100_1,many_many,1,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
1,blue,1,0, The machine dispensed some of the orange ones.,25_100_1,many_many,2,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
2,orange,2,1, The machine dispensed,25_100_2,many_many,1,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
2,blue,2,0, The machine dispensed,25_100_2,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
2,orange,2,1, The machine dispensed all of the,25_100_2,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
2,blue,2,0, The machine dispensed all of the,25_100_2,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
2,orange,2,1, The machine dispensed all of the orange ones.,25_100_2,many_many,1,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,100
2,blue,2,0, The machine dispensed all of the orange ones.,25_100_2,many_many,2,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
3,blue,3,1, The machine dispensed,40_0_1,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
3,orange,3,0, The machine dispensed,40_0_1,many_many,2,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
3,blue,3,0, The machine dispensed some of the,40_0_1,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
3,orange,3,1, The machine dispensed some of the,40_0_1,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
3,blue,3,0, The machine dispensed some of the orange ones.,40_0_1,many_many,1,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
3,orange,3,1, The machine dispensed some of the orange ones.,40_0_1,many_many,2,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
4,orange,4,1, The machine dispensed,60_90_2,many_many,1,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
4,blue,4,0, The machine dispensed,60_90_2,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
4,orange,4,1, The machine dispensed many of the,60_90_2,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
4,blue,4,0, The machine dispensed many of the,60_90_2,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
4,orange,4,1, The machine dispensed many of the orange ones.,60_90_2,many_many,1,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
4,blue,4,0, The machine dispensed many of the orange ones.,60_90_2,many_many,2,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
5,blue,5,1, The machine dispensed,40_0_2,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
5,orange,5,0, The machine dispensed,40_0_2,many_many,2,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
5,blue,5,1, The machine dispensed none of the,40_0_2,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
5,orange,5,0, The machine dispensed none of the,40_0_2,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
5,blue,5,0, The machine dispensed none of the orange ones.,40_0_2,many_many,1,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,40
5,orange,5,1, The machine dispensed none of the orange ones.,40_0_2,many_many,2,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,1,0
6,orange,6,1, The machine dispensed,25_60_1,many_many,1,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
6,blue,6,0, The machine dispensed,25_60_1,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
6,orange,6,1, The machine dispensed some of the,25_60_1,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
6,blue,6,0, The machine dispensed some of the,25_60_1,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
6,orange,6,1, The machine dispensed some of the orange ones.,25_60_1,many_many,1,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
6,blue,6,0, The machine dispensed some of the orange ones.,25_60_1,many_many,2,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
7,orange,7,0, The machine dispensed,25_60_2,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
7,blue,7,1, The machine dispensed,25_60_2,many_many,2,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
7,orange,7,0, The machine dispensed many of the,25_60_2,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
7,blue,7,1, The machine dispensed many of the,25_60_2,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
7,orange,7,0, The machine dispensed many of the blue ones.,25_60_2,many_many,1,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,25
7,blue,7,1, The machine dispensed many of the blue ones.,25_60_2,many_many,2,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
8,orange,8,0, The machine dispensed,60_90_1,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
8,blue,8,1, The machine dispensed,60_90_1,many_many,2,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
8,orange,8,1, The machine dispensed many of the,60_90_1,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
8,blue,8,0, The machine dispensed many of the,60_90_1,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
8,orange,8,1, The machine dispensed many of the blue ones.,60_90_1,many_many,1,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,90
8,blue,8,0, The machine dispensed many of the blue ones.,60_90_1,many_many,2,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,1,60
9,blue,1,1, The machine dispensed,60_90_1,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
9,orange,1,0, The machine dispensed,60_90_1,many_many,2,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
9,blue,1,1, The machine dispensed many of the,60_90_1,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
9,orange,1,0, The machine dispensed many of the,60_90_1,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
9,blue,1,0, The machine dispensed many of the orange ones.,60_90_1,many_many,1,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
9,orange,1,1, The machine dispensed many of the orange ones.,60_90_1,many_many,2,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
10,orange,2,0, The machine dispensed,25_60_2,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,25
10,blue,2,1, The machine dispensed,25_60_2,many_many,2,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,60
10,orange,2,0, The machine dispensed many of the,25_60_2,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,25
10,blue,2,1, The machine dispensed many of the,25_60_2,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,60
10,orange,2,0, The machine dispensed many of the blue ones.,25_60_2,many_many,1,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,25
10,blue,2,1, The machine dispensed many of the blue ones.,25_60_2,many_many,2,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,60
11,orange,3,0, The machine dispensed,40_0_2,many_many,1,8.002783333333333,337,target,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,0
11,blue,3,1, The machine dispensed,40_0_2,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,40
11,orange,3,1, The machine dispensed none of the,40_0_2,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,0
11,blue,3,0, The machine dispensed none of the,40_0_2,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,40
11,orange,3,1, The machine dispensed none of the orange ones.,40_0_2,many_many,1,8.002783333333333,337,target,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,0
11,blue,3,0, The machine dispensed none of the orange ones.,40_0_2,many_many,2,8.002783333333333,337,competitor,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",5,2,40
12,blue,4,1, The machine dispensed,25_100_2,many_many,1,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
12,orange,4,0, The machine dispensed,25_100_2,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
12,blue,4,1, The machine dispensed all of the,25_100_2,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
12,orange,4,0, The machine dispensed all of the,25_100_2,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
12,blue,4,1, The machine dispensed all of the blue ones.,25_100_2,many_many,1,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
12,orange,4,0, The machine dispensed all of the blue ones.,25_100_2,many_many,2,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
13,blue,5,1, The machine dispensed,25_100_1,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
13,orange,5,0, The machine dispensed,25_100_1,many_many,2,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
13,blue,5,0, The machine dispensed some of the,25_100_1,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
13,orange,5,1, The machine dispensed some of the,25_100_1,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
13,blue,5,0, The machine dispensed some of the orange ones.,25_100_1,many_many,1,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,100
13,orange,5,1, The machine dispensed some of the orange ones.,25_100_1,many_many,2,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
14,blue,6,0, The machine dispensed,60_90_2,many_many,1,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
14,orange,6,1, The machine dispensed,60_90_2,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
14,blue,6,1, The machine dispensed many of the,60_90_2,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
14,orange,6,0, The machine dispensed many of the,60_90_2,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
14,blue,6,1, The machine dispensed many of the blue ones.,60_90_2,many_many,1,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,90
14,orange,6,0, The machine dispensed many of the blue ones.,60_90_2,many_many,2,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
15,blue,7,1, The machine dispensed,40_0_1,many_many,1,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,40
15,orange,7,0, The machine dispensed,40_0_1,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,0
15,blue,7,1, The machine dispensed some of the,40_0_1,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,40
15,orange,7,0, The machine dispensed some of the,40_0_1,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,0
15,blue,7,1, The machine dispensed some of the blue ones.,40_0_1,many_many,1,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,40
15,orange,7,0, The machine dispensed some of the blue ones.,40_0_1,many_many,2,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,0
16,blue,8,0, The machine dispensed,25_60_1,many_many,1,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
16,orange,8,1, The machine dispensed,25_60_1,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
16,blue,8,0, The machine dispensed some of the,25_60_1,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
16,orange,8,1, The machine dispensed some of the,25_60_1,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
16,blue,8,1, The machine dispensed some of the blue ones.,25_60_1,many_many,1,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,25
16,orange,8,0, The machine dispensed some of the blue ones.,25_60_1,many_many,2,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,2,60
17,blue,1,1, The machine dispensed,25_60_2,many_many,1,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
17,orange,1,0, The machine dispensed,25_60_2,many_many,2,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,60
17,blue,1,0, The machine dispensed many of the,25_60_2,many_many,1,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
17,orange,1,1, The machine dispensed many of the,25_60_2,many_many,2,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,60
17,blue,1,0, The machine dispensed many of the orange ones.,25_60_2,many_many,1,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
17,orange,1,1, The machine dispensed many of the orange ones.,25_60_2,many_many,2,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,60
18,blue,2,0, The machine dispensed,25_100_1,many_many,1,8.002783333333333,337,target,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
18,orange,2,1, The machine dispensed,25_100_1,many_many,2,8.002783333333333,337,competitor,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,100
18,blue,2,0, The machine dispensed some of the,25_100_1,many_many,1,8.002783333333333,337,target,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
18,orange,2,1, The machine dispensed some of the,25_100_1,many_many,2,8.002783333333333,337,competitor,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,100
18,blue,2,1, The machine dispensed some of the blue ones.,25_100_1,many_many,1,8.002783333333333,337,target,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,25
18,orange,2,0, The machine dispensed some of the blue ones.,25_100_1,many_many,2,8.002783333333333,337,competitor,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",5,3,100
