color,Answer.misread_instructions,description,workerid,Answer.time_in_minutes,Answer.condition,proportion
blue,,some,49,8.136,,75
orange,,none,49,8.136,,0
blue,,full,49,8.136,,100
orange,,some,49,8.136,,40
blue,,some,49,8.136,,25
orange,,most,49,8.136,,75
blue,,most,49,8.136,,75
orange,,most,49,8.136,,75
blue,,some,49,8.136,,50
orange,,some,50,3.0587,,60
blue,,all,50,3.0587,,100
orange,,all,50,3.0587,,100
blue,,some,50,3.0587,,40
orange,,some,50,3.0587,,50
blue,,some,50,3.0587,,50
orange,,most,50,3.0587,,75
blue,,some,50,3.0587,,50
orange,,most,50,3.0587,,90
blue,,half,50,3.0587,,50
orange,,all,50,3.0587,,100
blue,,all,50,3.0587,,100
orange,,some,50,3.0587,,25
blue,,none,50,3.0587,,0
orange,,none,50,3.0587,,0
blue,,all,50,3.0587,,100
orange,,some,50,3.0587,,60
blue,,few,50,3.0587,,10
orange,,half,50,3.0587,,50
blue,,some,50,3.0587,,25
orange,,half,50,3.0587,,40
blue,,most,50,3.0587,,75
orange,,few,50,3.0587,,10
blue,,few,50,3.0587,,10
orange,,some,50,3.0587,,25
blue,,some,50,3.0587,,25
orange,,most,50,3.0587,,60
blue,,none,50,3.0587,,0
orange,,most,50,3.0587,,60
blue,,most,50,3.0587,,50
orange,,all,51,10.077616666666666,,100
blue,,some,51,10.077616666666666,,25
orange,,all,51,10.077616666666666,,100
blue,,few,51,10.077616666666666,,75
orange,,few,51,10.077616666666666,,50
blue,,none,51,10.077616666666666,,0
orange,,few,51,10.077616666666666,,50
blue,,few,51,10.077616666666666,,60
orange,,some,51,10.077616666666666,,10
blue,,some,51,10.077616666666666,,40
orange,,few,51,10.077616666666666,,90
blue,,few,51,10.077616666666666,,40
orange,,some,51,10.077616666666666,,90
blue,,few,51,10.077616666666666,,50
orange,,none,51,10.077616666666666,,0
blue,,few,51,10.077616666666666,,75
orange,,all,51,10.077616666666666,,100
blue,,few,51,10.077616666666666,,60
orange,,none,51,10.077616666666666,,0
blue,,few,51,10.077616666666666,,60
orange,,none,51,10.077616666666666,,0
blue,,some,51,10.077616666666666,,100
orange,,some,51,10.077616666666666,,90
blue,,some,51,10.077616666666666,,90
orange,,few,51,10.077616666666666,,50
blue,,few,51,10.077616666666666,,50
orange,,all,51,10.077616666666666,,100
blue,,all,51,10.077616666666666,,100
orange,,some,51,10.077616666666666,,10
blue,,few,51,10.077616666666666,,0
orange,,all,52,3.8985666666666665,,100
blue,,some,52,3.8985666666666665,,40
orange,,some,52,3.8985666666666665,,75
blue,,all,52,3.8985666666666665,,100
orange,,some,52,3.8985666666666665,,40
blue,,some,52,3.8985666666666665,,40
orange,,some,52,3.8985666666666665,,50
blue,,a few,52,3.8985666666666665,,10
orange,,some,52,3.8985666666666665,,50
blue,,some,52,3.8985666666666665,,25
orange,,most,52,3.8985666666666665,,90
blue,,some,52,3.8985666666666665,,50
orange,,some,52,3.8985666666666665,,40
blue,,some,52,3.8985666666666665,,50
orange,,some,52,3.8985666666666665,,60
blue,,some,52,3.8985666666666665,,75
orange,,some,52,3.8985666666666665,,75
blue,,none,52,3.8985666666666665,,0
orange,,some,52,3.8985666666666665,,50
blue,,some,52,3.8985666666666665,,75
orange,,some,52,3.8985666666666665,,60
blue,,all,52,3.8985666666666665,,100
orange,,some,52,3.8985666666666665,,60
blue,,some,52,3.8985666666666665,,60
orange,,some,52,3.8985666666666665,,40
blue,,some,52,3.8985666666666665,,60
orange,,some,52,3.8985666666666665,,40
blue,,some,52,3.8985666666666665,,75
orange,,some,52,3.8985666666666665,,50
blue,,none,52,3.8985666666666665,,0
blue,,some,53,3.2700833333333335,,60
orange,,a few,53,3.2700833333333335,,10
blue,,most,53,3.2700833333333335,,75
orange,,most,53,3.2700833333333335,,75
blue,,some,53,3.2700833333333335,,40
orange,,some,53,3.2700833333333335,,40
blue,,most,53,3.2700833333333335,,90
orange,,most,53,3.2700833333333335,,90
blue,,some,53,3.2700833333333335,,50
orange,,most,53,3.2700833333333335,,75
blue,,none,53,3.2700833333333335,,0
orange,,some,53,3.2700833333333335,,50
blue,,some,53,3.2700833333333335,,60
orange,,some,53,3.2700833333333335,,25
blue,,all,53,3.2700833333333335,,100
orange,,all,53,3.2700833333333335,,100
blue,,some,53,3.2700833333333335,,60
orange,,some,53,3.2700833333333335,,60
blue,,most,53,3.2700833333333335,,75
orange,,some,53,3.2700833333333335,,60
blue,,three,53,3.2700833333333335,,10
orange,,three,53,3.2700833333333335,,10
blue,,all,53,3.2700833333333335,,100
orange,,some,53,3.2700833333333335,,40
blue,,none,53,3.2700833333333335,,0
orange,,three,53,3.2700833333333335,,10
blue,,three,53,3.2700833333333335,,10
orange,,some,53,3.2700833333333335,,50
blue,,none,53,3.2700833333333335,,0
orange,,all,53,3.2700833333333335,,100
orange,,some,54,4.6683,,60
blue,,some,54,4.6683,,40
orange,,a few,54,4.6683,,10
blue,,a few,54,4.6683,,10
orange,,some,54,4.6683,,60
blue,,all,54,4.6683,,100
orange,,some,54,4.6683,,75
blue,,most,54,4.6683,,40
orange,,some,54,4.6683,,50
blue,,some,54,4.6683,,60
orange,,some,54,4.6683,,50
blue,,some,54,4.6683,,50
orange,,none,54,4.6683,,0
blue,,some,54,4.6683,,40
orange,,some,54,4.6683,,60
blue,,most,54,4.6683,,90
orange,,some,54,4.6683,,60
blue,,none,54,4.6683,,0
orange,,most,54,4.6683,,90
blue,,some,54,4.6683,,40
orange,,all,54,4.6683,,100
blue,,all,54,4.6683,,100
orange,,all,54,4.6683,,100
blue,,a few,54,4.6683,,10
orange,,all,54,4.6683,,100
blue,,most,54,4.6683,,75
orange,,none,54,4.6683,,0
blue,,most,54,4.6683,,75
orange,,none,54,4.6683,,10
blue,,some,54,4.6683,,50
blue,,some,55,3.3073333333333332,,40
orange,,some,55,3.3073333333333332,,25
blue,,some,55,3.3073333333333332,,50
orange,,some,55,3.3073333333333332,,50
blue,,none,55,3.3073333333333332,,0
orange,,some,55,3.3073333333333332,,40
blue,,some,55,3.3073333333333332,,25
orange,,some,55,3.3073333333333332,,25
blue,,some,55,3.3073333333333332,,60
orange,,some,55,3.3073333333333332,,50
blue,,some,55,3.3073333333333332,,75
orange,,some,55,3.3073333333333332,,50
blue,,none,55,3.3073333333333332,,0
orange,,some,55,3.3073333333333332,,75
blue,,all,55,3.3073333333333332,,100
orange,,some,55,3.3073333333333332,,90
blue,,some,55,3.3073333333333332,,60
orange,,some,55,3.3073333333333332,,60
blue,,some,55,3.3073333333333332,,25
orange,,none,55,3.3073333333333332,,0
blue,,all,55,3.3073333333333332,,100
orange,,some,55,3.3073333333333332,,50
blue,,some,55,3.3073333333333332,,10
orange,,some,55,3.3073333333333332,,60
blue,,some,55,3.3073333333333332,,75
orange,,some,55,3.3073333333333332,,75
blue,,some,55,3.3073333333333332,,40
orange,,some,55,3.3073333333333332,,60
blue,,some,55,3.3073333333333332,,50
orange,,some,55,3.3073333333333332,,25
blue,,all,56,6.044466666666667,,75
orange,,none,56,6.044466666666667,,0
blue,,all,56,6.044466666666667,,50
orange,,all,56,6.044466666666667,,40
blue,,some,56,6.044466666666667,,10
orange,,all,56,6.044466666666667,,100
blue,,half,56,6.044466666666667,,60
orange,,half,56,6.044466666666667,,40
blue,,most,56,6.044466666666667,,75
orange,,most,56,6.044466666666667,,60
blue,,all,56,6.044466666666667,,100
orange,,most,56,6.044466666666667,,50
blue,,half,56,6.044466666666667,,50
orange,,none,56,6.044466666666667,,0
blue,,none,56,6.044466666666667,,0
orange,,all,56,6.044466666666667,,100
blue,,all,56,6.044466666666667,,100
orange,,most,56,6.044466666666667,,90
blue,,most,56,6.044466666666667,,90
orange,,most,56,6.044466666666667,,60
blue,,most,56,6.044466666666667,,90
orange,,none,56,6.044466666666667,,0
blue,,most,56,6.044466666666667,,50
orange,,most,56,6.044466666666667,,90
blue,,most,56,6.044466666666667,,60
orange,,all,56,6.044466666666667,,100
blue,,some,56,6.044466666666667,,10
orange,,some,56,6.044466666666667,,10
blue,,all,56,6.044466666666667,,100
orange,,some,56,6.044466666666667,,25
orange,,some,57,8.59055,,50
blue,,some,57,8.59055,,75
orange,,some,57,8.59055,,75
blue,,none,57,8.59055,,0
orange,,all,57,8.59055,,100
blue,,none,57,8.59055,,0
orange,,some,57,8.59055,,40
blue,,some,57,8.59055,,40
orange,,some,57,8.59055,,60
blue,,some,57,8.59055,,40
orange,,most,57,8.59055,,90
blue,,some,57,8.59055,,40
orange,,some,57,8.59055,,60
blue,,some,57,8.59055,,10
orange,,most,57,8.59055,,75
blue,,most,57,8.59055,,75
orange,,some,57,8.59055,,60
blue,,all,57,8.59055,,100
orange,,all,57,8.59055,,100
blue,,some,57,8.59055,,50
orange,,none,57,8.59055,,0
blue,,some,57,8.59055,,40
orange,,some,57,8.59055,,60
blue,,some,57,8.59055,,25
orange,,some,57,8.59055,,25
blue,,some,57,8.59055,,50
orange,,some,57,8.59055,,40
blue,,some,57,8.59055,,10
orange,,some,57,8.59055,,60
blue,,some,57,8.59055,,50
blue,,all,58,8.086083333333333,,50
orange,,none,58,8.086083333333333,,40
blue,,all,58,8.086083333333333,,90
orange,,none,58,8.086083333333333,,90
blue,,all,58,8.086083333333333,,75
orange,,none,58,8.086083333333333,,60
blue,,some,58,8.086083333333333,,50
orange,,all,58,8.086083333333333,,100
blue,,none,58,8.086083333333333,,50
orange,,all,58,8.086083333333333,,90
blue,,some,58,8.086083333333333,,40
orange,,some,58,8.086083333333333,,75
blue,,some,58,8.086083333333333,,10
orange,,all,58,8.086083333333333,,50
blue,,some,58,8.086083333333333,,40
orange,,all,58,8.086083333333333,,90
blue,,some,58,8.086083333333333,,60
orange,,all,58,8.086083333333333,,100
blue,,all,58,8.086083333333333,,90
orange,,some,58,8.086083333333333,,60
blue,,some,58,8.086083333333333,,40
orange,,some,58,8.086083333333333,,40
blue,,all,58,8.086083333333333,,10
orange,,none,58,8.086083333333333,,0
blue,,some,58,8.086083333333333,,40
orange,,none,58,8.086083333333333,,25
blue,,some,58,8.086083333333333,,25
orange,,some,58,8.086083333333333,,25
blue,,all,58,8.086083333333333,,50
orange,,none,58,8.086083333333333,,75
blue,,some,59,4.529733333333334,,10
orange,,some,59,4.529733333333334,,60
blue,,some ,59,4.529733333333334,,75
orange,,some,59,4.529733333333334,,50
blue,,some,59,4.529733333333334,,50
orange,,some,59,4.529733333333334,,50
blue,,some ,59,4.529733333333334,,40
orange,,some,59,4.529733333333334,,40
blue,,most,59,4.529733333333334,,90
orange,,some,59,4.529733333333334,,50
blue,,most ,59,4.529733333333334,,50
orange,,most,59,4.529733333333334,,60
blue,,some,59,4.529733333333334,,25
orange,,most,59,4.529733333333334,,60
blue,,none,59,4.529733333333334,,0
orange,,half,59,4.529733333333334,,50
blue,,some,59,4.529733333333334,,40
orange,,most,59,4.529733333333334,,75
blue,,some,59,4.529733333333334,,25
orange,,some,59,4.529733333333334,,25
blue,,half,59,4.529733333333334,,50
orange,,all,59,4.529733333333334,,100
blue,,none,59,4.529733333333334,,0
orange,,some,59,4.529733333333334,,40
blue,,most,59,4.529733333333334,,60
orange,,most,59,4.529733333333334,,90
blue,,all,59,4.529733333333334,,100
orange,,some,59,4.529733333333334,,25
blue,,all,59,4.529733333333334,,100
orange,,some,59,4.529733333333334,,10
orange,,left,60,8.821066666666667,,10
blue,,right,60,8.821066666666667,,0
orange,,left,60,8.821066666666667,,50
blue,,right,60,8.821066666666667,,50
orange,,right,60,8.821066666666667,,75
blue,,left,60,8.821066666666667,,60
orange,,left,60,8.821066666666667,,40
blue,,right,60,8.821066666666667,,100
orange,,left,60,8.821066666666667,,60
blue,,right,60,8.821066666666667,,60
orange,,right,60,8.821066666666667,,10
blue,,left,60,8.821066666666667,,40
orange,,more,60,8.821066666666667,,50
blue,,minimam,60,8.821066666666667,,60
orange,,more,60,8.821066666666667,,100
blue,,small,60,8.821066666666667,,50
orange,,more,60,8.821066666666667,,100
blue,,small,60,8.821066666666667,,75
orange,,no,60,8.821066666666667,,0
blue,,more,60,8.821066666666667,,40
orange,,no,60,8.821066666666667,,0
blue,,more,60,8.821066666666667,,75
orange,,small,60,8.821066666666667,,10
blue,,more,60,8.821066666666667,,60
orange,,same,60,8.821066666666667,,50
blue,,same,60,8.821066666666667,,40
orange,,more,60,8.821066666666667,,100
blue,,no,60,8.821066666666667,,0
orange,,small,60,8.821066666666667,,60
blue,,more than,60,8.821066666666667,,100
blue,,some,61,4.631983333333333,,25
orange,,some,61,4.631983333333333,,25
blue,,most,61,4.631983333333333,,50
orange,,some,61,4.631983333333333,,25
blue,,more,61,4.631983333333333,,40
orange,,less,61,4.631983333333333,,25
blue,,a few,61,4.631983333333333,,10
orange,,a lot,61,4.631983333333333,,50
blue,,more,61,4.631983333333333,,60
orange,,some,61,4.631983333333333,,50
blue,,none,61,4.631983333333333,,50
orange,,none,61,4.631983333333333,,0
blue,,most,61,4.631983333333333,,75
orange,,all,61,4.631983333333333,,100
blue,,a lot,61,4.631983333333333,,60
orange,,all,61,4.631983333333333,,100
blue,,most,61,4.631983333333333,,75
orange,,some,61,4.631983333333333,,50
blue,,some,61,4.631983333333333,,25
orange,,all,61,4.631983333333333,,100
blue,,some,61,4.631983333333333,,60
orange,,some,61,4.631983333333333,,60
blue,,some,61,4.631983333333333,,40
orange,,some,61,4.631983333333333,,40
blue,,none,61,4.631983333333333,,0
orange,,a few,61,4.631983333333333,,25
blue,,some,61,4.631983333333333,,40
orange,,all,61,4.631983333333333,,100
blue,,most,61,4.631983333333333,,90
orange,,none,61,4.631983333333333,,0
orange,,some,62,5.633083333333333,,90
blue,,some,62,5.633083333333333,,90
orange,,some,62,5.633083333333333,,60
blue,,some,62,5.633083333333333,,25
orange,,three,62,5.633083333333333,,10
blue,,three,62,5.633083333333333,,10
orange,,most,62,5.633083333333333,,90
blue,,some,62,5.633083333333333,,40
orange,,none,62,5.633083333333333,,0
blue,,some,62,5.633083333333333,,25
orange,,half,62,5.633083333333333,,50
blue,,half,62,5.633083333333333,,50
orange,,some,62,5.633083333333333,,60
blue,,none,62,5.633083333333333,,100
orange,,some,62,5.633083333333333,,40
blue,,three,62,5.633083333333333,,10
orange,,most,62,5.633083333333333,,75
blue,,most,62,5.633083333333333,,75
orange,,most,62,5.633083333333333,,75
blue,,many,62,5.633083333333333,,60
orange,,some,62,5.633083333333333,,40
blue,,some,62,5.633083333333333,,40
orange,,most,62,5.633083333333333,,90
blue,,some,62,5.633083333333333,,60
orange,,some,62,5.633083333333333,,25
blue,,some,62,5.633083333333333,,50
orange,,none,62,5.633083333333333,,0
blue,,many,62,5.633083333333333,,75
orange,,some,62,5.633083333333333,,75
blue,,some,62,5.633083333333333,,50
blue,,some,63,3.5110166666666665,,40
orange,,some,63,3.5110166666666665,,40
blue,,none,63,3.5110166666666665,,0
orange,,all,63,3.5110166666666665,,100
blue,,most,63,3.5110166666666665,,90
orange,,most,63,3.5110166666666665,,90
blue,,most,63,3.5110166666666665,,60
orange,,most,63,3.5110166666666665,,90
blue,,some,63,3.5110166666666665,,25
orange,,some,63,3.5110166666666665,,25
blue,,all,63,3.5110166666666665,,100
orange,,most,63,3.5110166666666665,,90
blue,,half,63,3.5110166666666665,,50
orange,,most,63,3.5110166666666665,,90
blue,,half,63,3.5110166666666665,,50
orange,,half,63,3.5110166666666665,,50
blue,,half,63,3.5110166666666665,,50
orange,,all,63,3.5110166666666665,,100
blue,,half,63,3.5110166666666665,,50
orange,,half,63,3.5110166666666665,,60
blue,,few,63,3.5110166666666665,,10
orange,,few,63,3.5110166666666665,,10
blue,,some,63,3.5110166666666665,,0
orange,,all,63,3.5110166666666665,,90
blue,,few,63,3.5110166666666665,,10
orange,,none,63,3.5110166666666665,,0
blue,,few,63,3.5110166666666665,,10
orange,,half,63,3.5110166666666665,,50
blue,,all,63,3.5110166666666665,,100
orange,,most,63,3.5110166666666665,,75
orange,,all,64,3.4124,,100
blue,,some,64,3.4124,,50
orange,,most,64,3.4124,,90
blue,,some,64,3.4124,,40
orange,,some,64,3.4124,,40
blue,,none,64,3.4124,,0
orange,,all,64,3.4124,,100
blue,,some,64,3.4124,,60
orange,,some,64,3.4124,,75
blue,,none,64,3.4124,,0
orange,,few,64,3.4124,,10
blue,,some,64,3.4124,,40
orange,,none,64,3.4124,,0
blue,,some,64,3.4124,,90
orange,,some,64,3.4124,,75
blue,,few,64,3.4124,,50
orange,,some,64,3.4124,,50
blue,,some,64,3.4124,,50
orange,,some,64,3.4124,,50
blue,,few,64,3.4124,,25
orange,,some,64,3.4124,,40
blue,,none,64,3.4124,,100
orange,,none,64,3.4124,,0
blue,,some,64,3.4124,,10
orange,,some,64,3.4124,,50
blue,,few,64,3.4124,,40
orange,,some,64,3.4124,,100
blue,,some,64,3.4124,,100
orange,,some,64,3.4124,,90
blue,,few,64,3.4124,,50
orange,,some,65,2.9657833333333334,,50
blue,,some,65,2.9657833333333334,,50
orange,,some,65,2.9657833333333334,,40
blue,,few,65,2.9657833333333334,,10
orange,,few,65,2.9657833333333334,,10
blue,,none,65,2.9657833333333334,,0
orange,,none,65,2.9657833333333334,,0
blue,,most,65,2.9657833333333334,,90
orange,,some,65,2.9657833333333334,,50
blue,,all,65,2.9657833333333334,,100
orange,,all,65,2.9657833333333334,,100
blue,,few,65,2.9657833333333334,,10
orange,,some,65,2.9657833333333334,,40
blue,,none,65,2.9657833333333334,,0
orange,,some,65,2.9657833333333334,,25
blue,,all,65,2.9657833333333334,,100
orange,,all,65,2.9657833333333334,,100
blue,,all,65,2.9657833333333334,,100
orange,,most,65,2.9657833333333334,,75
blue,,some,65,2.9657833333333334,,40
orange,,most,65,2.9657833333333334,,75
blue,,most,65,2.9657833333333334,,75
orange,,most,65,2.9657833333333334,,90
blue,,some,65,2.9657833333333334,,50
orange,,some,65,2.9657833333333334,,50
blue,,some,65,2.9657833333333334,,40
orange,,all,65,2.9657833333333334,,100
blue,,most,65,2.9657833333333334,,90
orange,,none,65,2.9657833333333334,,0
blue,,some,65,2.9657833333333334,,25
blue,,20,66,13.497416666666666,,60
orange,,14,66,13.497416666666666,,40
blue,,10,66,13.497416666666666,,40
orange,,18,66,13.497416666666666,,75
blue,,none,66,13.497416666666666,,0
orange,,12,66,13.497416666666666,,40
blue,,all,66,13.497416666666666,,100
orange,,all,66,13.497416666666666,,100
blue,,22,66,13.497416666666666,,75
orange,,17,66,13.497416666666666,,60
blue,,12,66,13.497416666666666,,50
orange,,none,66,13.497416666666666,,0
blue,,10,66,13.497416666666666,,25
orange,,18,66,13.497416666666666,,100
blue,,a few,66,13.497416666666666,,25
orange,,14,66,13.497416666666666,,50
blue,,some,66,13.497416666666666,,25
orange,,20,66,13.497416666666666,,60
blue,,12,66,13.497416666666666,,50
orange,,12,66,13.497416666666666,,50
blue,,20,66,13.497416666666666,,75
orange,,13,66,13.497416666666666,,50
blue,,some,66,13.497416666666666,,50
orange,,a few,66,13.497416666666666,,10
blue,,all,66,13.497416666666666,,100
orange,,a few,66,13.497416666666666,,10
blue,,none,66,13.497416666666666,,0
orange,,most,66,13.497416666666666,,75
blue,,a handful,66,13.497416666666666,,40
orange,,all,66,13.497416666666666,,100
blue,,some,67,14.26515,,10
orange,,many,67,14.26515,,50
blue,,many,67,14.26515,,50
orange,,many,67,14.26515,,60
blue,,most,67,14.26515,,75
orange,,none,67,14.26515,,0
blue,,many,67,14.26515,,50
orange,,half,67,14.26515,,40
blue,,most,67,14.26515,,75
orange,,all,67,14.26515,,100
blue,,all,67,14.26515,,100
orange,,none,67,14.26515,,0
blue,,most,67,14.26515,,90
orange,,most,67,14.26515,,90
blue,,none,67,14.26515,,0
orange,,some,67,14.26515,,40
blue,,some,67,14.26515,,25
orange,,most,67,14.26515,,60
blue,,some,67,14.26515,,40
orange,,some,67,14.26515,,40
blue,,many,67,14.26515,,50
orange,,all,67,14.26515,,100
blue,,most,67,14.26515,,75
orange,,half,67,14.26515,,50
blue,,most,67,14.26515,,75
orange,,some,67,14.26515,,40
blue,,most,67,14.26515,,90
orange,,all,67,14.26515,,100
blue,,half,67,14.26515,,50
orange,,half,67,14.26515,,50
blue,,some,68,14.438533333333334,,40
orange,,half,68,14.438533333333334,,50
blue,,few,68,14.438533333333334,,10
orange,,some,68,14.438533333333334,,10
blue,,none,68,14.438533333333334,,0
orange,,most,68,14.438533333333334,,75
blue,,some,68,14.438533333333334,,40
orange,,most,68,14.438533333333334,,75
blue,,most,68,14.438533333333334,,75
orange,,most,68,14.438533333333334,,75
blue,,most,68,14.438533333333334,,90
orange,,most,68,14.438533333333334,,90
blue,,none,68,14.438533333333334,,100
orange,,few,68,14.438533333333334,,90
blue,,some,68,14.438533333333334,,90
orange,,few,68,14.438533333333334,,0
blue,,none,68,14.438533333333334,,0
orange,,some,68,14.438533333333334,,25
blue,,some,68,14.438533333333334,,100
orange,,some,68,14.438533333333334,,25
blue,,some,68,14.438533333333334,,50
orange,,some,68,14.438533333333334,,50
blue,,a couple,68,14.438533333333334,,10
orange,,some,68,14.438533333333334,,50
blue,,a few,68,14.438533333333334,,60
orange,,some,68,14.438533333333334,,10
blue,,most,68,14.438533333333334,,100
orange,,some,68,14.438533333333334,,40
blue,,none,68,14.438533333333334,,0
orange,,some,68,14.438533333333334,,40
blue,,all,69,4.030383333333333,,75
orange,,none,69,4.030383333333333,,0
blue,,all,69,4.030383333333333,,40
orange,,none,69,4.030383333333333,,90
blue,,all,69,4.030383333333333,,40
orange,,none,69,4.030383333333333,,60
blue,,all,69,4.030383333333333,,40
orange,,none,69,4.030383333333333,,100
blue,,all,69,4.030383333333333,,50
orange,,none,69,4.030383333333333,,90
blue,,all,69,4.030383333333333,,100
orange,,none,69,4.030383333333333,,10
blue,,all,69,4.030383333333333,,25
orange,,none,69,4.030383333333333,,25
blue,,all,69,4.030383333333333,,40
orange,,none,69,4.030383333333333,,40
blue,,all,69,4.030383333333333,,25
orange,,none,69,4.030383333333333,,40
blue,,all,69,4.030383333333333,,60
orange,,none,69,4.030383333333333,,50
blue,,all,69,4.030383333333333,,50
orange,,none,69,4.030383333333333,,50
blue,,all,69,4.030383333333333,,10
orange,,none,69,4.030383333333333,,40
blue,,all,69,4.030383333333333,,90
orange,,none,69,4.030383333333333,,60
blue,,all,69,4.030383333333333,,100
orange,,none,69,4.030383333333333,,90
blue,,all,69,4.030383333333333,,0
orange,,none,69,4.030383333333333,,60
orange,,some,70,4.7618833333333335,,60
blue,,little,70,4.7618833333333335,,40
orange,,most,70,4.7618833333333335,,75
blue,,all,70,4.7618833333333335,,100
orange,,handful,70,4.7618833333333335,,40
blue,,handful,70,4.7618833333333335,,40
orange,,half,70,4.7618833333333335,,50
blue,,most,70,4.7618833333333335,,75
orange,,most,70,4.7618833333333335,,75
blue,,most,70,4.7618833333333335,,75
orange,,half,70,4.7618833333333335,,60
blue,,two,70,4.7618833333333335,,10
orange,,half,70,4.7618833333333335,,60
blue,,half,70,4.7618833333333335,,50
orange,,third,70,4.7618833333333335,,40
blue,,quarter,70,4.7618833333333335,,25
orange,,none,70,4.7618833333333335,,0
blue,,handful,70,4.7618833333333335,,25
orange,,quarter,70,4.7618833333333335,,40
blue,,most,70,4.7618833333333335,,90
orange,,half,70,4.7618833333333335,,60
blue,,most,70,4.7618833333333335,,75
orange,,half,70,4.7618833333333335,,60
blue,,most,70,4.7618833333333335,,90
orange,,half,70,4.7618833333333335,,50
blue,,half,70,4.7618833333333335,,50
orange,,quarter,70,4.7618833333333335,,25
blue,,quarter,70,4.7618833333333335,,25
orange,,half,70,4.7618833333333335,,60
blue,,half,70,4.7618833333333335,,60
orange,,some,71,4.160033333333334,,100
blue,,some,71,4.160033333333334,,50
orange,,half,71,4.160033333333334,,60
blue,,hlaf,71,4.160033333333334,,60
orange,,all,71,4.160033333333334,,100
blue,,all,71,4.160033333333334,,100
orange,,some,71,4.160033333333334,,25
blue,,somr,71,4.160033333333334,,25
orange,,none,71,4.160033333333334,,0
blue,,some,71,4.160033333333334,,50
orange,,some,71,4.160033333333334,,50
blue,,few,71,4.160033333333334,,10
orange,,most,71,4.160033333333334,,90
blue,,none,71,4.160033333333334,,0
orange,,most,71,4.160033333333334,,90
blue,,all,71,4.160033333333334,,100
orange,,most,71,4.160033333333334,,90
blue,,some,71,4.160033333333334,,40
orange,,some,71,4.160033333333334,,40
blue,,some,71,4.160033333333334,,40
orange,,most,71,4.160033333333334,,75
blue,,all,71,4.160033333333334,,100
orange,,none,71,4.160033333333334,,0
blue,,some,71,4.160033333333334,,40
orange,,all,71,4.160033333333334,,100
blue,,some,71,4.160033333333334,,60
orange,,half,71,4.160033333333334,,50
blue,,half,71,4.160033333333334,,40
orange,,few,71,4.160033333333334,,10
blue,,few,71,4.160033333333334,,10
blue,,all,72,4.3380833333333335,,100
orange,,none,72,4.3380833333333335,,0
blue,,some,72,4.3380833333333335,,40
orange,,most,72,4.3380833333333335,,75
blue,,most,72,4.3380833333333335,,60
orange,,most,72,4.3380833333333335,,60
blue,,a few,72,4.3380833333333335,,10
orange,,some,72,4.3380833333333335,,50
blue,,none,72,4.3380833333333335,,0
orange,,a few,72,4.3380833333333335,,25
blue,,all,72,4.3380833333333335,,100
orange,,most,72,4.3380833333333335,,75
blue,,none,72,4.3380833333333335,,0
orange,,most,72,4.3380833333333335,,90
blue,,some,72,4.3380833333333335,,50
orange,,most,72,4.3380833333333335,,75
blue,,all,72,4.3380833333333335,,100
orange,,a few,72,4.3380833333333335,,25
blue,,some,72,4.3380833333333335,,50
orange,,some,72,4.3380833333333335,,40
blue,,most,72,4.3380833333333335,,90
orange,,most,72,4.3380833333333335,,90
blue,,none,72,4.3380833333333335,,0
orange,,a few,72,4.3380833333333335,,10
blue,,a few,72,4.3380833333333335,,10
orange,,some,72,4.3380833333333335,,40
blue,,all,72,4.3380833333333335,,100
orange,,all,72,4.3380833333333335,,100
blue,,some,72,4.3380833333333335,,50
orange,,some,72,4.3380833333333335,,50
blue,,some,73,2.6892,,25
orange,,some,73,2.6892,,25
blue,,some,73,2.6892,,25
orange,,most,73,2.6892,,100
blue,,some,73,2.6892,,50
orange,,most,73,2.6892,,75
blue,,all,73,2.6892,,100
orange,,some,73,2.6892,,40
blue,,most,73,2.6892,,90
orange,,some,73,2.6892,,40
blue,,some,73,2.6892,,40
orange,,some,73,2.6892,,40
blue,,few,73,2.6892,,10
orange,,some,73,2.6892,,40
blue,,some,73,2.6892,,60
orange,,some,73,2.6892,,60
blue,,some,73,2.6892,,60
orange,,few,73,2.6892,,10
blue,,some,73,2.6892,,40
orange,,some,73,2.6892,,60
blue,,some,73,2.6892,,25
orange,,some,73,2.6892,,50
blue,,some,73,2.6892,,25
orange,,some,73,2.6892,,60
blue,,all,73,2.6892,,100
orange,,some,73,2.6892,,50
blue,,none,73,2.6892,,0
orange,,some,73,2.6892,,25
blue,,some,73,2.6892,,10
orange,,some,73,2.6892,,10
blue,,some,74,8.130583333333334,,25
orange,,some,74,8.130583333333334,,25
blue,,some,74,8.130583333333334,,25
orange,,some,74,8.130583333333334,,60
blue,,some,74,8.130583333333334,,60
orange,,some,74,8.130583333333334,,50
blue,,some,74,8.130583333333334,,60
orange,,some,74,8.130583333333334,,90
blue,,some,74,8.130583333333334,,10
orange,,some,74,8.130583333333334,,40
blue,,some,74,8.130583333333334,,100
orange,,some,74,8.130583333333334,,75
blue,,some,74,8.130583333333334,,10
orange,,some,74,8.130583333333334,,10
blue,,some,74,8.130583333333334,,60
orange,,some,74,8.130583333333334,,60
blue,,some,74,8.130583333333334,,75
orange,,some,74,8.130583333333334,,75
blue,,some,74,8.130583333333334,,50
orange,,some,74,8.130583333333334,,50
blue,,some,74,8.130583333333334,,40
orange,,some,74,8.130583333333334,,75
