Answer.misread_instructions,proportion,sentence,quantifier,rating,Answer.condition,trial,Answer.time_in_minutes,workerid
,40,... all of the gumballs.,all,0,,14,4.98885,15
,40,,other,0,,14,4.98885,15
,50,... some of the gumballs.,some,0.18000000000000005,,15,4.98885,15
,50,... most of the gumballs.,most,0.82,,15,4.98885,15
,50,... all of the gumballs.,all,0,,15,4.98885,15
,50,,other,0,,15,4.98885,15
,60,... some of the gumballs.,some,0,,16,4.98885,15
,60,... most of the gumballs.,most,0.75,,16,4.98885,15
,60,... all of the gumballs.,all,0,,16,4.98885,15
,60,,other,0.25,,16,4.98885,15
,10,... most of the gumballs.,most,0.08,,1,7.00305,16
,10,... all of the gumballs.,all,0.05,,1,7.00305,16
,10,... some of the gumballs.,some,0.41,,1,7.00305,16
,10,,other,0.4600000000000001,,1,7.00305,16
,90,... most of the gumballs.,most,1,,2,7.00305,16
,90,... all of the gumballs.,all,0,,2,7.00305,16
,90,... some of the gumballs.,some,0,,2,7.00305,16
,90,,other,0,,2,7.00305,16
,10,... most of the gumballs.,most,0,,3,7.00305,16
,10,... all of the gumballs.,all,0,,3,7.00305,16
,10,... some of the gumballs.,some,0.33,,3,7.00305,16
,10,,other,0.6699999999999999,,3,7.00305,16
,60,... most of the gumballs.,most,0,,4,7.00305,16
,60,... all of the gumballs.,all,0,,4,7.00305,16
,60,... some of the gumballs.,some,1,,4,7.00305,16
,60,,other,0,,4,7.00305,16
,50,... most of the gumballs.,most,0,,5,7.00305,16
,50,... all of the gumballs.,all,0,,5,7.00305,16
,50,... some of the gumballs.,some,1,,5,7.00305,16
,50,,other,0,,5,7.00305,16
,60,... most of the gumballs.,most,0.7,,6,7.00305,16
,60,... all of the gumballs.,all,0,,6,7.00305,16
,60,... some of the gumballs.,some,0.3,,6,7.00305,16
,60,,other,0,,6,7.00305,16
,100,... most of the gumballs.,most,0,,7,7.00305,16
,100,... all of the gumballs.,all,1,,7,7.00305,16
,100,... some of the gumballs.,some,0,,7,7.00305,16
,100,,other,0,,7,7.00305,16
,40,... most of the gumballs.,most,0.09,,8,7.00305,16
,40,... all of the gumballs.,all,0,,8,7.00305,16
,40,... some of the gumballs.,some,0.9099999999999999,,8,7.00305,16
,40,,other,0,,8,7.00305,16
,25,... most of the gumballs.,most,0,,9,7.00305,16
,25,... all of the gumballs.,all,0,,9,7.00305,16
,25,... some of the gumballs.,some,1,,9,7.00305,16
,25,,other,0,,9,7.00305,16
,100,... most of the gumballs.,most,0,,10,7.00305,16
,100,... all of the gumballs.,all,1,,10,7.00305,16
,100,... some of the gumballs.,some,0,,10,7.00305,16
,100,,other,0,,10,7.00305,16
,90,... most of the gumballs.,most,1,,11,7.00305,16
,90,... all of the gumballs.,all,0,,11,7.00305,16
,90,... some of the gumballs.,some,0,,11,7.00305,16
,90,,other,0,,11,7.00305,16
,40,... most of the gumballs.,most,0,,12,7.00305,16
,40,... all of the gumballs.,all,0,,12,7.00305,16
,40,... some of the gumballs.,some,1,,12,7.00305,16
,40,,other,0,,12,7.00305,16
,75,... most of the gumballs.,most,1,,13,7.00305,16
,75,... all of the gumballs.,all,0,,13,7.00305,16
,75,... some of the gumballs.,some,0,,13,7.00305,16
,75,,other,0,,13,7.00305,16
,25,... most of the gumballs.,most,0,,14,7.00305,16
,25,... all of the gumballs.,all,0,,14,7.00305,16
,25,... some of the gumballs.,some,1,,14,7.00305,16
,25,,other,0,,14,7.00305,16
,50,... most of the gumballs.,most,0,,15,7.00305,16
,50,... all of the gumballs.,all,0,,15,7.00305,16
,50,... some of the gumballs.,some,0.64,,15,7.00305,16
,50,,other,0.3599999999999999,,15,7.00305,16
,75,... most of the gumballs.,most,1,,16,7.00305,16
,75,... all of the gumballs.,all,0,,16,7.00305,16
,75,... some of the gumballs.,some,0,,16,7.00305,16
,75,,other,0,,16,7.00305,16
,100,... all of the gumballs.,all,1,,1,3.5543,17
,100,... most of the gumballs.,most,0,,1,3.5543,17
,100,... some of the gumballs.,some,0,,1,3.5543,17
,100,,other,0,,1,3.5543,17
,90,... all of the gumballs.,all,0,,2,3.5543,17
,90,... most of the gumballs.,most,1,,2,3.5543,17
,90,... some of the gumballs.,some,0,,2,3.5543,17
,90,,other,0,,2,3.5543,17
,60,... all of the gumballs.,all,0,,3,3.5543,17
,60,... most of the gumballs.,most,0.51,,3,3.5543,17
,60,... some of the gumballs.,some,0.49,,3,3.5543,17
,60,,other,0,,3,3.5543,17
,50,... all of the gumballs.,all,0,,4,3.5543,17
,50,... most of the gumballs.,most,0,,4,3.5543,17
,50,... some of the gumballs.,some,1,,4,3.5543,17
,50,,other,0,,4,3.5543,17
,40,... all of the gumballs.,all,0,,5,3.5543,17
,40,... most of the gumballs.,most,0,,5,3.5543,17
,40,... some of the gumballs.,some,1,,5,3.5543,17
,40,,other,0,,5,3.5543,17
,60,... all of the gumballs.,all,0,,6,3.5543,17
,60,... most of the gumballs.,most,0.38,,6,3.5543,17
,60,... some of the gumballs.,some,0.62,,6,3.5543,17
,60,,other,0,,6,3.5543,17
,10,... all of the gumballs.,all,0,,7,3.5543,17
,10,... most of the gumballs.,most,0,,7,3.5543,17
,10,... some of the gumballs.,some,1,,7,3.5543,17
,10,,other,0,,7,3.5543,17
,25,... all of the gumballs.,all,0,,8,3.5543,17
,25,... most of the gumballs.,most,0,,8,3.5543,17
,25,... some of the gumballs.,some,1,,8,3.5543,17
,25,,other,0,,8,3.5543,17
,100,... all of the gumballs.,all,1,,9,3.5543,17
,100,... most of the gumballs.,most,0,,9,3.5543,17
,100,... some of the gumballs.,some,0,,9,3.5543,17
,100,,other,0,,9,3.5543,17
,90,... all of the gumballs.,all,0,,10,3.5543,17
,90,... most of the gumballs.,most,1,,10,3.5543,17
,90,... some of the gumballs.,some,0,,10,3.5543,17
,90,,other,0,,10,3.5543,17
,10,... all of the gumballs.,all,0,,11,3.5543,17
,10,... most of the gumballs.,most,0,,11,3.5543,17
,10,... some of the gumballs.,some,1,,11,3.5543,17
,10,,other,0,,11,3.5543,17
,75,... all of the gumballs.,all,0,,12,3.5543,17
,75,... most of the gumballs.,most,1,,12,3.5543,17
,75,... some of the gumballs.,some,0,,12,3.5543,17
,75,,other,0,,12,3.5543,17
,75,... all of the gumballs.,all,0,,13,3.5543,17
,75,... most of the gumballs.,most,1,,13,3.5543,17
,75,... some of the gumballs.,some,0,,13,3.5543,17
,75,,other,0,,13,3.5543,17
,25,... all of the gumballs.,all,0,,14,3.5543,17
,25,... most of the gumballs.,most,0,,14,3.5543,17
,25,... some of the gumballs.,some,1,,14,3.5543,17
,25,,other,0,,14,3.5543,17
,40,... all of the gumballs.,all,0,,15,3.5543,17
,40,... most of the gumballs.,most,0,,15,3.5543,17
,40,... some of the gumballs.,some,1,,15,3.5543,17
,40,,other,1.1102230246251565e-16,,15,3.5543,17
,50,... all of the gumballs.,all,0,,16,3.5543,17
,50,... most of the gumballs.,most,0.23,,16,3.5543,17
,50,... some of the gumballs.,some,0.77,,16,3.5543,17
,50,,other,0,,16,3.5543,17
,100,... all of the gumballs.,all,1,,1,3.4953166666666666,18
,100,... most of the gumballs.,most,0,,1,3.4953166666666666,18
,100,... some of the gumballs.,some,0,,1,3.4953166666666666,18
,100,,other,0,,1,3.4953166666666666,18
,60,... all of the gumballs.,all,0,,2,3.4953166666666666,18
,60,... most of the gumballs.,most,0.33,,2,3.4953166666666666,18
,60,... some of the gumballs.,some,0.6699999999999999,,2,3.4953166666666666,18
,60,,other,0,,2,3.4953166666666666,18
,75,... all of the gumballs.,all,0,,3,3.4953166666666666,18
,75,... most of the gumballs.,most,0.94,,3,3.4953166666666666,18
,75,... some of the gumballs.,some,0.06,,3,3.4953166666666666,18
,75,,other,0,,3,3.4953166666666666,18
,90,... all of the gumballs.,all,0,,4,3.4953166666666666,18
,90,... most of the gumballs.,most,1,,4,3.4953166666666666,18
,90,... some of the gumballs.,some,0,,4,3.4953166666666666,18
,90,,other,0,,4,3.4953166666666666,18
,75,... all of the gumballs.,all,0,,5,3.4953166666666666,18
,75,... most of the gumballs.,most,0.85,,5,3.4953166666666666,18
,75,... some of the gumballs.,some,0.15000000000000013,,5,3.4953166666666666,18
,75,,other,0,,5,3.4953166666666666,18
,90,... all of the gumballs.,all,0,,6,3.4953166666666666,18
,90,... most of the gumballs.,most,1,,6,3.4953166666666666,18
,90,... some of the gumballs.,some,0,,6,3.4953166666666666,18
,90,,other,0,,6,3.4953166666666666,18
,40,... all of the gumballs.,all,0,,7,3.4953166666666666,18
,40,... most of the gumballs.,most,0.11999999999999988,,7,3.4953166666666666,18
,40,... some of the gumballs.,some,0.88,,7,3.4953166666666666,18
,40,,other,0,,7,3.4953166666666666,18
,50,... all of the gumballs.,all,0,,8,3.4953166666666666,18
,50,... most of the gumballs.,most,0.43999999999999995,,8,3.4953166666666666,18
,50,... some of the gumballs.,some,0.56,,8,3.4953166666666666,18
,50,,other,0,,8,3.4953166666666666,18
,60,... all of the gumballs.,all,0,,9,3.4953166666666666,18
,60,... most of the gumballs.,most,0.64,,9,3.4953166666666666,18
,60,... some of the gumballs.,some,0.36,,9,3.4953166666666666,18
,60,,other,0,,9,3.4953166666666666,18
,50,... all of the gumballs.,all,0,,10,3.4953166666666666,18
,50,... most of the gumballs.,most,0.5,,10,3.4953166666666666,18
,50,... some of the gumballs.,some,0.5,,10,3.4953166666666666,18
,50,,other,0,,10,3.4953166666666666,18
,10,... all of the gumballs.,all,0,,11,3.4953166666666666,18
,10,... most of the gumballs.,most,0,,11,3.4953166666666666,18
,10,... some of the gumballs.,some,1,,11,3.4953166666666666,18
,10,,other,0,,11,3.4953166666666666,18
,100,... all of the gumballs.,all,1,,12,3.4953166666666666,18
,100,... most of the gumballs.,most,0,,12,3.4953166666666666,18
,100,... some of the gumballs.,some,0,,12,3.4953166666666666,18
,100,,other,0,,12,3.4953166666666666,18
,40,... all of the gumballs.,all,0,,13,3.4953166666666666,18
,40,... most of the gumballs.,most,0.25,,13,3.4953166666666666,18
,40,... some of the gumballs.,some,0.7499999999999999,,13,3.4953166666666666,18
,40,,other,0,,13,3.4953166666666666,18
,10,... all of the gumballs.,all,0,,14,3.4953166666666666,18
,10,... most of the gumballs.,most,0,,14,3.4953166666666666,18
,10,... some of the gumballs.,some,1,,14,3.4953166666666666,18
,10,,other,0,,14,3.4953166666666666,18
,25,... all of the gumballs.,all,0,,15,3.4953166666666666,18
,25,... most of the gumballs.,most,0,,15,3.4953166666666666,18
,25,... some of the gumballs.,some,1,,15,3.4953166666666666,18
,25,,other,0,,15,3.4953166666666666,18
,25,... all of the gumballs.,all,0,,16,3.4953166666666666,18
,25,... most of the gumballs.,most,0,,16,3.4953166666666666,18
,25,... some of the gumballs.,some,1,,16,3.4953166666666666,18
,25,,other,0,,16,3.4953166666666666,18
,10,... most of the gumballs.,most,0,,1,4.865883333333334,19
,10,... some of the gumballs.,some,1,,1,4.865883333333334,19
,10,... all of the gumballs.,all,0,,1,4.865883333333334,19
,10,,other,0,,1,4.865883333333334,19
,50,... most of the gumballs.,most,0.5,,2,4.865883333333334,19
,50,... some of the gumballs.,some,0.5,,2,4.865883333333334,19
,50,... all of the gumballs.,all,0,,2,4.865883333333334,19
,50,,other,0,,2,4.865883333333334,19
,50,... most of the gumballs.,most,0.5099999999999999,,3,4.865883333333334,19
,50,... some of the gumballs.,some,0.4900000000000001,,3,4.865883333333334,19
,50,... all of the gumballs.,all,0,,3,4.865883333333334,19
,50,,other,0,,3,4.865883333333334,19
,75,... most of the gumballs.,most,1,,4,4.865883333333334,19
,75,... some of the gumballs.,some,0,,4,4.865883333333334,19
,75,... all of the gumballs.,all,0,,4,4.865883333333334,19
,75,,other,0,,4,4.865883333333334,19
,60,... most of the gumballs.,most,1,,5,4.865883333333334,19
,60,... some of the gumballs.,some,0,,5,4.865883333333334,19
,60,... all of the gumballs.,all,0,,5,4.865883333333334,19
,60,,other,0,,5,4.865883333333334,19
,40,... most of the gumballs.,most,0.29,,6,4.865883333333334,19
,40,... some of the gumballs.,some,0.71,,6,4.865883333333334,19
,40,... all of the gumballs.,all,0,,6,4.865883333333334,19
,40,,other,0,,6,4.865883333333334,19
,25,... most of the gumballs.,most,0,,7,4.865883333333334,19
,25,... some of the gumballs.,some,1,,7,4.865883333333334,19
,25,... all of the gumballs.,all,0,,7,4.865883333333334,19
,25,,other,0,,7,4.865883333333334,19
,100,... most of the gumballs.,most,0,,8,4.865883333333334,19
,100,... some of the gumballs.,some,0,,8,4.865883333333334,19
,100,... all of the gumballs.,all,1,,8,4.865883333333334,19
,100,,other,0,,8,4.865883333333334,19
,90,... most of the gumballs.,most,0.81,,9,4.865883333333334,19
,90,... some of the gumballs.,some,0,,9,4.865883333333334,19
,90,... all of the gumballs.,all,0.19000000000000006,,9,4.865883333333334,19
,90,,other,0,,9,4.865883333333334,19
,10,... most of the gumballs.,most,0,,10,4.865883333333334,19
,10,... some of the gumballs.,some,0.49,,10,4.865883333333334,19
,10,... all of the gumballs.,all,0,,10,4.865883333333334,19
,10,,other,0.5099999999999999,,10,4.865883333333334,19
,100,... most of the gumballs.,most,0,,11,4.865883333333334,19
,100,... some of the gumballs.,some,0,,11,4.865883333333334,19
,100,... all of the gumballs.,all,1,,11,4.865883333333334,19
,100,,other,0,,11,4.865883333333334,19
,75,... most of the gumballs.,most,0.7,,12,4.865883333333334,19
,75,... some of the gumballs.,some,0.30000000000000004,,12,4.865883333333334,19
,75,... all of the gumballs.,all,0,,12,4.865883333333334,19
,75,,other,0,,12,4.865883333333334,19
,90,... most of the gumballs.,most,0.96,,13,4.865883333333334,19
,90,... some of the gumballs.,some,0.040000000000000036,,13,4.865883333333334,19
,90,... all of the gumballs.,all,0,,13,4.865883333333334,19
,90,,other,0,,13,4.865883333333334,19
,60,... most of the gumballs.,most,0.51,,14,4.865883333333334,19
,60,... some of the gumballs.,some,0.49,,14,4.865883333333334,19
,60,... all of the gumballs.,all,0,,14,4.865883333333334,19
,60,,other,0,,14,4.865883333333334,19
,25,... most of the gumballs.,most,0.31000000000000005,,15,4.865883333333334,19
,25,... some of the gumballs.,some,0.69,,15,4.865883333333334,19
,25,... all of the gumballs.,all,0,,15,4.865883333333334,19
,25,,other,0,,15,4.865883333333334,19
,40,... most of the gumballs.,most,0.49,,16,4.865883333333334,19
,40,... some of the gumballs.,some,0.51,,16,4.865883333333334,19
,40,... all of the gumballs.,all,0,,16,4.865883333333334,19
,40,,other,0,,16,4.865883333333334,19
,60,... most of the gumballs.,most,0.72,,1,2.9503833333333334,20
,60,... all of the gumballs.,all,0,,1,2.9503833333333334,20
,60,... some of the gumballs.,some,0.28,,1,2.9503833333333334,20
,60,,other,0,,1,2.9503833333333334,20
,40,... most of the gumballs.,most,0.3,,2,2.9503833333333334,20
,40,... all of the gumballs.,all,0,,2,2.9503833333333334,20
,40,... some of the gumballs.,some,0.7,,2,2.9503833333333334,20
,40,,other,0,,2,2.9503833333333334,20
,100,... most of the gumballs.,most,0,,3,2.9503833333333334,20
,100,... all of the gumballs.,all,1,,3,2.9503833333333334,20
,100,... some of the gumballs.,some,0,,3,2.9503833333333334,20
,100,,other,0,,3,2.9503833333333334,20
,40,... most of the gumballs.,most,0.33,,4,2.9503833333333334,20
,40,... all of the gumballs.,all,0,,4,2.9503833333333334,20
,40,... some of the gumballs.,some,0.67,,4,2.9503833333333334,20
,40,,other,0,,4,2.9503833333333334,20
,90,... most of the gumballs.,most,1,,5,2.9503833333333334,20
,90,... all of the gumballs.,all,0,,5,2.9503833333333334,20
,90,... some of the gumballs.,some,0,,5,2.9503833333333334,20
,90,,other,0,,5,2.9503833333333334,20
,75,... most of the gumballs.,most,1,,6,2.9503833333333334,20
,75,... all of the gumballs.,all,0,,6,2.9503833333333334,20
,75,... some of the gumballs.,some,0,,6,2.9503833333333334,20
,75,,other,0,,6,2.9503833333333334,20
,75,... most of the gumballs.,most,1,,7,2.9503833333333334,20
,75,... all of the gumballs.,all,0,,7,2.9503833333333334,20
,75,... some of the gumballs.,some,0,,7,2.9503833333333334,20
,75,,other,0,,7,2.9503833333333334,20
,10,... most of the gumballs.,most,0,,8,2.9503833333333334,20
,10,... all of the gumballs.,all,0,,8,2.9503833333333334,20
,10,... some of the gumballs.,some,0.19999999999999996,,8,2.9503833333333334,20
,10,,other,0.8,,8,2.9503833333333334,20
,10,... most of the gumballs.,most,0,,9,2.9503833333333334,20
,10,... all of the gumballs.,all,0,,9,2.9503833333333334,20
,10,... some of the gumballs.,some,0.16999999999999993,,9,2.9503833333333334,20
,10,,other,0.83,,9,2.9503833333333334,20
,50,... most of the gumballs.,most,0,,10,2.9503833333333334,20
,50,... all of the gumballs.,all,0,,10,2.9503833333333334,20
,50,... some of the gumballs.,some,0.68,,10,2.9503833333333334,20
,50,,other,0.31999999999999995,,10,2.9503833333333334,20
,25,... most of the gumballs.,most,0,,11,2.9503833333333334,20
,25,... all of the gumballs.,all,0,,11,2.9503833333333334,20
,25,... some of the gumballs.,some,0.73,,11,2.9503833333333334,20
,25,,other,0.27000000000000013,,11,2.9503833333333334,20
,100,... most of the gumballs.,most,0,,12,2.9503833333333334,20
,100,... all of the gumballs.,all,1,,12,2.9503833333333334,20
,100,... some of the gumballs.,some,0,,12,2.9503833333333334,20
,100,,other,0,,12,2.9503833333333334,20
,60,... most of the gumballs.,most,1,,13,2.9503833333333334,20
,60,... all of the gumballs.,all,0,,13,2.9503833333333334,20
,60,... some of the gumballs.,some,0,,13,2.9503833333333334,20
,60,,other,0,,13,2.9503833333333334,20
,25,... most of the gumballs.,most,0,,14,2.9503833333333334,20
,25,... all of the gumballs.,all,0,,14,2.9503833333333334,20
,25,... some of the gumballs.,some,0.8,,14,2.9503833333333334,20
,25,,other,0.19999999999999984,,14,2.9503833333333334,20
,50,... most of the gumballs.,most,0,,15,2.9503833333333334,20
,50,... all of the gumballs.,all,0,,15,2.9503833333333334,20
,50,... some of the gumballs.,some,0,,15,2.9503833333333334,20
,50,,other,1,,15,2.9503833333333334,20
,90,... most of the gumballs.,most,1,,16,2.9503833333333334,20
,90,... all of the gumballs.,all,0,,16,2.9503833333333334,20
,90,... some of the gumballs.,some,0,,16,2.9503833333333334,20
,90,,other,0,,16,2.9503833333333334,20
,40,... all of the gumballs.,all,0.1,,1,5.8501,21
,40,... some of the gumballs.,some,0.5,,1,5.8501,21
,40,... most of the gumballs.,most,0.3999999999999999,,1,5.8501,21
,40,,other,0,,1,5.8501,21
,50,... all of the gumballs.,all,0,,2,5.8501,21
,50,... some of the gumballs.,some,0.7799999999999999,,2,5.8501,21
,50,... most of the gumballs.,most,0.22,,2,5.8501,21
,50,,other,0,,2,5.8501,21
,90,... all of the gumballs.,all,1,,3,5.8501,21
,90,... some of the gumballs.,some,0,,3,5.8501,21
,90,... most of the gumballs.,most,0,,3,5.8501,21
,90,,other,0,,3,5.8501,21
,50,... all of the gumballs.,all,0,,4,5.8501,21
,50,... some of the gumballs.,some,0.47999999999999987,,4,5.8501,21
,50,... most of the gumballs.,most,0.52,,4,5.8501,21
,50,,other,0,,4,5.8501,21
,100,... all of the gumballs.,all,1,,5,5.8501,21
,100,... some of the gumballs.,some,0,,5,5.8501,21
,100,... most of the gumballs.,most,0,,5,5.8501,21
,100,,other,0,,5,5.8501,21
,60,... all of the gumballs.,all,0,,6,5.8501,21
,60,... some of the gumballs.,some,0,,6,5.8501,21
,60,... most of the gumballs.,most,1,,6,5.8501,21
,60,,other,0,,6,5.8501,21
,60,... all of the gumballs.,all,0,,7,5.8501,21
,60,... some of the gumballs.,some,0.29000000000000004,,7,5.8501,21
,60,... most of the gumballs.,most,0.71,,7,5.8501,21
,60,,other,0,,7,5.8501,21
,10,... all of the gumballs.,all,0,,8,5.8501,21
,10,... some of the gumballs.,some,1,,8,5.8501,21
,10,... most of the gumballs.,most,0,,8,5.8501,21
,10,,other,0,,8,5.8501,21
,75,... all of the gumballs.,all,0,,9,5.8501,21
,75,... some of the gumballs.,some,0,,9,5.8501,21
,75,... most of the gumballs.,most,1,,9,5.8501,21
,75,,other,0,,9,5.8501,21
,75,... all of the gumballs.,all,0,,10,5.8501,21
,75,... some of the gumballs.,some,0,,10,5.8501,21
,75,... most of the gumballs.,most,1,,10,5.8501,21
,75,,other,0,,10,5.8501,21
,10,... all of the gumballs.,all,0,,11,5.8501,21
,10,... some of the gumballs.,some,1,,11,5.8501,21
,10,... most of the gumballs.,most,0,,11,5.8501,21
,10,,other,0,,11,5.8501,21
,25,... all of the gumballs.,all,0,,12,5.8501,21
,25,... some of the gumballs.,some,1,,12,5.8501,21
,25,... most of the gumballs.,most,0,,12,5.8501,21
,25,,other,0,,12,5.8501,21
,40,... all of the gumballs.,all,0,,13,5.8501,21
,40,... some of the gumballs.,some,1,,13,5.8501,21
,40,... most of the gumballs.,most,0,,13,5.8501,21
,40,,other,0,,13,5.8501,21
,25,... all of the gumballs.,all,0,,14,5.8501,21
,25,... some of the gumballs.,some,1,,14,5.8501,21
,25,... most of the gumballs.,most,0,,14,5.8501,21
,25,,other,0,,14,5.8501,21
,100,... all of the gumballs.,all,1,,15,5.8501,21
,100,... some of the gumballs.,some,0,,15,5.8501,21
,100,... most of the gumballs.,most,0,,15,5.8501,21
,100,,other,0,,15,5.8501,21
,90,... all of the gumballs.,all,0,,16,5.8501,21
,90,... some of the gumballs.,some,0,,16,5.8501,21
,90,... most of the gumballs.,most,1,,16,5.8501,21
,90,,other,0,,16,5.8501,21
,40,... some of the gumballs.,some,0.43999999999999995,,1,4.146133333333333,22
,40,... all of the gumballs.,all,0.08,,1,4.146133333333333,22
,40,... most of the gumballs.,most,0.19,,1,4.146133333333333,22
,40,,other,0.29000000000000004,,1,4.146133333333333,22
,60,... some of the gumballs.,some,0.26,,2,4.146133333333333,22
,60,... all of the gumballs.,all,0.08,,2,4.146133333333333,22
,60,... most of the gumballs.,most,0.66,,2,4.146133333333333,22
,60,,other,0,,2,4.146133333333333,22
,90,... some of the gumballs.,some,-2.220446049250313e-16,,3,4.146133333333333,22
,90,... all of the gumballs.,all,0.28000000000000014,,3,4.146133333333333,22
,90,... most of the gumballs.,most,0.72,,3,4.146133333333333,22
,90,,other,2.220446049250313e-16,,3,4.146133333333333,22
,25,... some of the gumballs.,some,0.69,,4,4.146133333333333,22
,25,... all of the gumballs.,all,0,,4,4.146133333333333,22
,25,... most of the gumballs.,most,0,,4,4.146133333333333,22
,25,,other,0.31000000000000005,,4,4.146133333333333,22
,90,... some of the gumballs.,some,1.1102230246251565e-16,,5,4.146133333333333,22
,90,... all of the gumballs.,all,0.79,,5,4.146133333333333,22
,90,... most of the gumballs.,most,0,,5,4.146133333333333,22
,90,,other,0.20999999999999985,,5,4.146133333333333,22
,50,... some of the gumballs.,some,0.27,,6,4.146133333333333,22
,50,... all of the gumballs.,all,0.14,,6,4.146133333333333,22
,50,... most of the gumballs.,most,0.19,,6,4.146133333333333,22
,50,,other,0.4,,6,4.146133333333333,22
,40,... some of the gumballs.,some,0.73,,7,4.146133333333333,22
,40,... all of the gumballs.,all,0,,7,4.146133333333333,22
,40,... most of the gumballs.,most,0,,7,4.146133333333333,22
,40,,other,0.27,,7,4.146133333333333,22
,10,... some of the gumballs.,some,0.15,,8,4.146133333333333,22
,10,... all of the gumballs.,all,-2.220446049250313e-16,,8,4.146133333333333,22
,10,... most of the gumballs.,most,0.07000000000000006,,8,4.146133333333333,22
,10,,other,0.78,,8,4.146133333333333,22
,100,... some of the gumballs.,some,0.04999999999999993,,9,4.146133333333333,22
,100,... all of the gumballs.,all,0.95,,9,4.146133333333333,22
,100,... most of the gumballs.,most,1.1102230246251565e-16,,9,4.146133333333333,22
,100,,other,0,,9,4.146133333333333,22
,25,... some of the gumballs.,some,0.49,,10,4.146133333333333,22
,25,... all of the gumballs.,all,0,,10,4.146133333333333,22
,25,... most of the gumballs.,most,0,,10,4.146133333333333,22
,25,,other,0.51,,10,4.146133333333333,22
,75,... some of the gumballs.,some,0.18999999999999995,,11,4.146133333333333,22
,75,... all of the gumballs.,all,0,,11,4.146133333333333,22
,75,... most of the gumballs.,most,0.56,,11,4.146133333333333,22
,75,,other,0.25,,11,4.146133333333333,22
,100,... some of the gumballs.,some,0,,12,4.146133333333333,22
,100,... all of the gumballs.,all,0.3500000000000001,,12,4.146133333333333,22
,100,... most of the gumballs.,most,-2.220446049250313e-16,,12,4.146133333333333,22
,100,,other,0.6499999999999999,,12,4.146133333333333,22
,75,... some of the gumballs.,some,1.1102230246251565e-16,,13,4.146133333333333,22
,75,... all of the gumballs.,all,0,,13,4.146133333333333,22
,75,... most of the gumballs.,most,0.47,,13,4.146133333333333,22
,75,,other,0.53,,13,4.146133333333333,22
,60,... some of the gumballs.,some,0.45999999999999985,,14,4.146133333333333,22
,60,... all of the gumballs.,all,0.05,,14,4.146133333333333,22
,60,... most of the gumballs.,most,0.11,,14,4.146133333333333,22
,60,,other,0.38,,14,4.146133333333333,22
,50,... some of the gumballs.,some,0.22,,15,4.146133333333333,22
,50,... all of the gumballs.,all,0.07,,15,4.146133333333333,22
,50,... most of the gumballs.,most,0.12,,15,4.146133333333333,22
,50,,other,0.59,,15,4.146133333333333,22
,10,... some of the gumballs.,some,0.33,,16,4.146133333333333,22
,10,... all of the gumballs.,all,0.01,,16,4.146133333333333,22
,10,... most of the gumballs.,most,0,,16,4.146133333333333,22
,10,,other,0.6599999999999999,,16,4.146133333333333,22
,40,... some of the gumballs.,some,1,,1,6.8925,23
,40,... most of the gumballs.,most,0,,1,6.8925,23
,40,... all of the gumballs.,all,0,,1,6.8925,23
,40,,other,0,,1,6.8925,23
,25,... some of the gumballs.,some,1,,2,6.8925,23
,25,... most of the gumballs.,most,0,,2,6.8925,23
,25,... all of the gumballs.,all,0,,2,6.8925,23
,25,,other,0,,2,6.8925,23
,60,... some of the gumballs.,some,0.39,,3,6.8925,23
,60,... most of the gumballs.,most,0.61,,3,6.8925,23
,60,... all of the gumballs.,all,0,,3,6.8925,23
,60,,other,0,,3,6.8925,23
,50,... some of the gumballs.,some,0.44,,4,6.8925,23
,50,... most of the gumballs.,most,0.5599999999999999,,4,6.8925,23
,50,... all of the gumballs.,all,0,,4,6.8925,23
,50,,other,0,,4,6.8925,23
,100,... some of the gumballs.,some,0,,5,6.8925,23
,100,... most of the gumballs.,most,0,,5,6.8925,23
,100,... all of the gumballs.,all,1,,5,6.8925,23
,100,,other,0,,5,6.8925,23
,50,... some of the gumballs.,some,0.66,,6,6.8925,23
,50,... most of the gumballs.,most,0.33999999999999997,,6,6.8925,23
,50,... all of the gumballs.,all,0,,6,6.8925,23
,50,,other,0,,6,6.8925,23
,60,... some of the gumballs.,some,0.47,,7,6.8925,23
,60,... most of the gumballs.,most,0.5300000000000001,,7,6.8925,23
,60,... all of the gumballs.,all,0,,7,6.8925,23
,60,,other,0,,7,6.8925,23
,90,... some of the gumballs.,some,0.21999999999999997,,8,6.8925,23
,90,... most of the gumballs.,most,0.7,,8,6.8925,23
,90,... all of the gumballs.,all,0.08,,8,6.8925,23
,90,,other,0,,8,6.8925,23
,75,... some of the gumballs.,some,0.17,,9,6.8925,23
,75,... most of the gumballs.,most,0.8300000000000001,,9,6.8925,23
,75,... all of the gumballs.,all,0,,9,6.8925,23
,75,,other,0,,9,6.8925,23
,10,... some of the gumballs.,some,1,,10,6.8925,23
,10,... most of the gumballs.,most,0,,10,6.8925,23
,10,... all of the gumballs.,all,0,,10,6.8925,23
,10,,other,0,,10,6.8925,23
,40,... some of the gumballs.,some,0.75,,11,6.8925,23
,40,... most of the gumballs.,most,0.2499999999999999,,11,6.8925,23
,40,... all of the gumballs.,all,0,,11,6.8925,23
,40,,other,0,,11,6.8925,23
,75,... some of the gumballs.,some,0.21,,12,6.8925,23
