color,Answer.time_in_minutes,label,quantifier,block_trial,type,Answer.bonus,utterance,position,block,Answer.condition,init_images,utterance_label,trial,percentage,workerid,clicked
orange,9.673116666666667,target,some,2,25_50_2,212, The machine dispensed some of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,62,50,3,1
blue,9.673116666666667,competitor,some,2,25_50_2,212, The machine dispensed some of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,62,25,3,0
orange,9.673116666666667,target,some,2,25_50_2,212, The machine dispensed some of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,62,50,3,1
blue,9.673116666666667,competitor,some,2,25_50_2,212, The machine dispensed some of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,62,25,3,0
orange,9.673116666666667,target,some,3,25_50_1,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,63,25,3,0
blue,9.673116666666667,competitor,some,3,25_50_1,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,63,50,3,1
orange,9.673116666666667,target,some,3,25_50_1,212, The machine dispensed some of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,63,25,3,1
blue,9.673116666666667,competitor,some,3,25_50_1,212, The machine dispensed some of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,63,50,3,0
orange,9.673116666666667,target,some,3,25_50_1,212, The machine dispensed some of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,63,25,3,1
blue,9.673116666666667,competitor,some,3,25_50_1,212, The machine dispensed some of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,63,50,3,0
orange,9.673116666666667,target,many,4,50_90_2,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,64,90,3,1
blue,9.673116666666667,competitor,many,4,50_90_2,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,64,50,3,0
orange,9.673116666666667,target,many,4,50_90_2,212, The machine dispensed many of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,64,90,3,1
blue,9.673116666666667,competitor,many,4,50_90_2,212, The machine dispensed many of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,64,50,3,0
orange,9.673116666666667,target,many,4,50_90_2,212, The machine dispensed many of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,64,90,3,1
blue,9.673116666666667,competitor,many,4,50_90_2,212, The machine dispensed many of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,64,50,3,0
orange,9.673116666666667,target,all,5,75_100_2,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,65,100,3,1
blue,9.673116666666667,competitor,all,5,75_100_2,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,65,75,3,0
orange,9.673116666666667,target,all,5,75_100_2,212, The machine dispensed all of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,65,100,3,1
blue,9.673116666666667,competitor,all,5,75_100_2,212, The machine dispensed all of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,65,75,3,0
orange,9.673116666666667,target,all,5,75_100_2,212, The machine dispensed all of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,65,100,3,1
blue,9.673116666666667,competitor,all,5,75_100_2,212, The machine dispensed all of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,65,75,3,0
orange,9.673116666666667,target,many,6,75_100_1,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,66,75,3,0
blue,9.673116666666667,competitor,many,6,75_100_1,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,66,100,3,1
orange,9.673116666666667,target,many,6,75_100_1,212, The machine dispensed many of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,66,75,3,1
blue,9.673116666666667,competitor,many,6,75_100_1,212, The machine dispensed many of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,66,100,3,0
orange,9.673116666666667,target,many,6,75_100_1,212, The machine dispensed many of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,66,75,3,1
blue,9.673116666666667,competitor,many,6,75_100_1,212, The machine dispensed many of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,66,100,3,0
orange,9.673116666666667,target,some,7,50_90_1,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,67,50,3,0
blue,9.673116666666667,competitor,some,7,50_90_1,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,67,90,3,1
orange,9.673116666666667,target,some,7,50_90_1,212, The machine dispensed some of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,67,50,3,1
blue,9.673116666666667,competitor,some,7,50_90_1,212, The machine dispensed some of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,67,90,3,0
orange,9.673116666666667,target,some,7,50_90_1,212, The machine dispensed some of the orange ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,67,50,3,1
blue,9.673116666666667,competitor,some,7,50_90_1,212, The machine dispensed some of the orange ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,67,90,3,0
orange,9.673116666666667,competitor,many,8,90_0_1,212, The machine dispensed,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,68,0,3,0
blue,9.673116666666667,target,many,8,90_0_1,212, The machine dispensed,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,68,90,3,1
orange,9.673116666666667,competitor,many,8,90_0_1,212, The machine dispensed many of the,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,68,0,3,0
blue,9.673116666666667,target,many,8,90_0_1,212, The machine dispensed many of the,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,68,90,3,1
orange,9.673116666666667,competitor,many,8,90_0_1,212, The machine dispensed many of the blue ones.,1,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,68,0,3,0
blue,9.673116666666667,target,many,8,90_0_1,212, The machine dispensed many of the blue ones.,2,8,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,68,90,3,1
orange,6.289066666666667,competitor,none,1,0_100_1,205.5, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,1,100,4,1
blue,6.289066666666667,target,none,1,0_100_1,205.5, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,1,0,4,0
orange,6.289066666666667,competitor,none,1,0_100_1,205.5, The machine dispensed none of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,1,100,4,0
blue,6.289066666666667,target,none,1,0_100_1,205.5, The machine dispensed none of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,1,0,4,1
orange,6.289066666666667,competitor,none,1,0_100_1,205.5, The machine dispensed none of the blue ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,1,100,4,0
blue,6.289066666666667,target,none,1,0_100_1,205.5, The machine dispensed none of the blue ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,1,0,4,1
blue,6.289066666666667,target,none,2,0_100_1,205.5, The machine dispensed,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,2,0,4,0
orange,6.289066666666667,competitor,none,2,0_100_1,205.5, The machine dispensed,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,2,100,4,1
blue,6.289066666666667,target,none,2,0_100_1,205.5, The machine dispensed none of the,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,2,0,4,1
orange,6.289066666666667,competitor,none,2,0_100_1,205.5, The machine dispensed none of the,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,2,100,4,0
blue,6.289066666666667,target,none,2,0_100_1,205.5, The machine dispensed none of the blue ones.,1,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,2,0,4,1
orange,6.289066666666667,competitor,none,2,0_100_1,205.5, The machine dispensed none of the blue ones.,2,0,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,2,100,4,0
orange,6.289066666666667,competitor,all,3,0_100_2,205.5, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,3,0,4,0
blue,6.289066666666667,target,all,3,0_100_2,205.5, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,3,100,4,1
orange,6.289066666666667,competitor,all,3,0_100_2,205.5, The machine dispensed all of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,3,0,4,0
blue,6.289066666666667,target,all,3,0_100_2,205.5, The machine dispensed all of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,3,100,4,1
orange,6.289066666666667,competitor,all,3,0_100_2,205.5, The machine dispensed all of the blue ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,3,0,4,0
blue,6.289066666666667,target,all,3,0_100_2,205.5, The machine dispensed all of the blue ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,3,100,4,1
orange,6.289066666666667,target,all,4,0_100_2,205.5, The machine dispensed,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,100,4,1
blue,6.289066666666667,competitor,all,4,0_100_2,205.5, The machine dispensed,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,4,0,4,0
orange,6.289066666666667,target,all,4,0_100_2,205.5, The machine dispensed all of the,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,100,4,1
blue,6.289066666666667,competitor,all,4,0_100_2,205.5, The machine dispensed all of the,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,4,0,4,0
orange,6.289066666666667,target,all,4,0_100_2,205.5, The machine dispensed all of the orange ones.,1,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,4,100,4,1
blue,6.289066666666667,competitor,all,4,0_100_2,205.5, The machine dispensed all of the orange ones.,2,0,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,4,0,4,0
orange,6.289066666666667,competitor,many,1,75_100_1,205.5, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,5,100,4,0
blue,6.289066666666667,target,many,1,75_100_1,205.5, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,5,75,4,1
orange,6.289066666666667,competitor,many,1,75_100_1,205.5, The machine dispensed many of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,5,100,4,0
blue,6.289066666666667,target,many,1,75_100_1,205.5, The machine dispensed many of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,5,75,4,1
orange,6.289066666666667,competitor,many,1,75_100_1,205.5, The machine dispensed many of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,5,100,4,0
blue,6.289066666666667,target,many,1,75_100_1,205.5, The machine dispensed many of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,5,75,4,1
orange,6.289066666666667,target,all,2,75_100_2,205.5, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,6,100,4,1
blue,6.289066666666667,competitor,all,2,75_100_2,205.5, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,6,75,4,0
orange,6.289066666666667,target,all,2,75_100_2,205.5, The machine dispensed all of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,6,100,4,1
blue,6.289066666666667,competitor,all,2,75_100_2,205.5, The machine dispensed all of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,6,75,4,0
orange,6.289066666666667,target,all,2,75_100_2,205.5, The machine dispensed all of the orange ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,6,100,4,1
blue,6.289066666666667,competitor,all,2,75_100_2,205.5, The machine dispensed all of the orange ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,6,75,4,0
orange,6.289066666666667,competitor,many,3,90_0_1,205.5, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,7,0,4,0
blue,6.289066666666667,target,many,3,90_0_1,205.5, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,7,90,4,1
orange,6.289066666666667,competitor,many,3,90_0_1,205.5, The machine dispensed many of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,7,0,4,0
blue,6.289066666666667,target,many,3,90_0_1,205.5, The machine dispensed many of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,7,90,4,1
orange,6.289066666666667,competitor,many,3,90_0_1,205.5, The machine dispensed many of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,7,0,4,0
blue,6.289066666666667,target,many,3,90_0_1,205.5, The machine dispensed many of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,7,90,4,1
blue,6.289066666666667,competitor,some,4,50_90_1,205.5, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,8,90,4,0
orange,6.289066666666667,target,some,4,50_90_1,205.5, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,8,50,4,1
blue,6.289066666666667,competitor,some,4,50_90_1,205.5, The machine dispensed some of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,8,90,4,0
orange,6.289066666666667,target,some,4,50_90_1,205.5, The machine dispensed some of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,8,50,4,1
blue,6.289066666666667,competitor,some,4,50_90_1,205.5, The machine dispensed some of the orange ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,8,90,4,0
orange,6.289066666666667,target,some,4,50_90_1,205.5, The machine dispensed some of the orange ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,8,50,4,1
blue,6.289066666666667,target,many,5,50_90_2,205.5, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,9,90,4,0
orange,6.289066666666667,competitor,many,5,50_90_2,205.5, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,9,50,4,1
blue,6.289066666666667,target,many,5,50_90_2,205.5, The machine dispensed many of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,9,90,4,1
orange,6.289066666666667,competitor,many,5,50_90_2,205.5, The machine dispensed many of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,9,50,4,0
blue,6.289066666666667,target,many,5,50_90_2,205.5, The machine dispensed many of the blue ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,9,90,4,1
orange,6.289066666666667,competitor,many,5,50_90_2,205.5, The machine dispensed many of the blue ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,9,50,4,0
blue,6.289066666666667,competitor,some,6,25_50_2,205.5, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,10,25,4,0
orange,6.289066666666667,target,some,6,25_50_2,205.5, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,10,50,4,1
blue,6.289066666666667,competitor,some,6,25_50_2,205.5, The machine dispensed some of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,10,25,4,0
orange,6.289066666666667,target,some,6,25_50_2,205.5, The machine dispensed some of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,10,50,4,1
blue,6.289066666666667,competitor,some,6,25_50_2,205.5, The machine dispensed some of the orange ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,10,25,4,0
orange,6.289066666666667,target,some,6,25_50_2,205.5, The machine dispensed some of the orange ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,10,50,4,1
blue,6.289066666666667,target,none,7,90_0_2,205.5, The machine dispensed,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,11,0,4,0
orange,6.289066666666667,competitor,none,7,90_0_2,205.5, The machine dispensed,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,11,90,4,1
blue,6.289066666666667,target,none,7,90_0_2,205.5, The machine dispensed none of the,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,11,0,4,1
orange,6.289066666666667,competitor,none,7,90_0_2,205.5, The machine dispensed none of the,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,11,90,4,0
blue,6.289066666666667,target,none,7,90_0_2,205.5, The machine dispensed none of the blue ones.,1,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,11,0,4,1
orange,6.289066666666667,competitor,none,7,90_0_2,205.5, The machine dispensed none of the blue ones.,2,1,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,11,90,4,0
orange,6.289066666666667,competitor,some,8,25_50_1,205.5, The machine dispensed,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,12,50,4,1
blue,6.289066666666667,target,some,8,25_50_1,205.5, The machine dispensed,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,12,25,4,0
orange,6.289066666666667,competitor,some,8,25_50_1,205.5, The machine dispensed some of the,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,12,50,4,1
blue,6.289066666666667,target,some,8,25_50_1,205.5, The machine dispensed some of the,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,12,25,4,0
orange,6.289066666666667,competitor,some,8,25_50_1,205.5, The machine dispensed some of the blue ones.,1,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,12,50,4,0
blue,6.289066666666667,target,some,8,25_50_1,205.5, The machine dispensed some of the blue ones.,2,1,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,12,25,4,1
orange,6.289066666666667,competitor,all,1,75_100_2,205.5, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,13,75,4,0
blue,6.289066666666667,target,all,1,75_100_2,205.5, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,13,100,4,1
orange,6.289066666666667,competitor,all,1,75_100_2,205.5, The machine dispensed all of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,13,75,4,0
blue,6.289066666666667,target,all,1,75_100_2,205.5, The machine dispensed all of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,13,100,4,1
orange,6.289066666666667,competitor,all,1,75_100_2,205.5, The machine dispensed all of the blue ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,13,75,4,0
blue,6.289066666666667,target,all,1,75_100_2,205.5, The machine dispensed all of the blue ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,13,100,4,1
orange,6.289066666666667,target,some,2,50_90_1,205.5, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,14,50,4,1
blue,6.289066666666667,competitor,some,2,50_90_1,205.5, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,14,90,4,0
orange,6.289066666666667,target,some,2,50_90_1,205.5, The machine dispensed some of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,14,50,4,1
blue,6.289066666666667,competitor,some,2,50_90_1,205.5, The machine dispensed some of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,14,90,4,0
orange,6.289066666666667,target,some,2,50_90_1,205.5, The machine dispensed some of the orange ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,14,50,4,1
blue,6.289066666666667,competitor,some,2,50_90_1,205.5, The machine dispensed some of the orange ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,14,90,4,0
blue,6.289066666666667,target,some,3,25_50_2,205.5, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,15,50,4,1
orange,6.289066666666667,competitor,some,3,25_50_2,205.5, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,15,25,4,0
blue,6.289066666666667,target,some,3,25_50_2,205.5, The machine dispensed some of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,15,50,4,1
orange,6.289066666666667,competitor,some,3,25_50_2,205.5, The machine dispensed some of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,15,25,4,0
blue,6.289066666666667,target,some,3,25_50_2,205.5, The machine dispensed some of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,15,50,4,1
orange,6.289066666666667,competitor,some,3,25_50_2,205.5, The machine dispensed some of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,15,25,4,0
blue,6.289066666666667,target,some,4,25_50_1,205.5, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,16,25,4,0
orange,6.289066666666667,competitor,some,4,25_50_1,205.5, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,16,50,4,1
blue,6.289066666666667,target,some,4,25_50_1,205.5, The machine dispensed some of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,16,25,4,0
orange,6.289066666666667,competitor,some,4,25_50_1,205.5, The machine dispensed some of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,16,50,4,1
blue,6.289066666666667,target,some,4,25_50_1,205.5, The machine dispensed some of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,16,25,4,1
orange,6.289066666666667,competitor,some,4,25_50_1,205.5, The machine dispensed some of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,16,50,4,0
blue,6.289066666666667,competitor,none,5,90_0_2,205.5, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,17,90,4,0
orange,6.289066666666667,target,none,5,90_0_2,205.5, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,17,0,4,1
blue,6.289066666666667,competitor,none,5,90_0_2,205.5, The machine dispensed none of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,17,90,4,0
orange,6.289066666666667,target,none,5,90_0_2,205.5, The machine dispensed none of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,17,0,4,1
blue,6.289066666666667,competitor,none,5,90_0_2,205.5, The machine dispensed none of the orange ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,17,90,4,0
orange,6.289066666666667,target,none,5,90_0_2,205.5, The machine dispensed none of the orange ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,17,0,4,1
orange,6.289066666666667,competitor,many,6,90_0_1,205.5, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,18,0,4,0
blue,6.289066666666667,target,many,6,90_0_1,205.5, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,18,90,4,1
orange,6.289066666666667,competitor,many,6,90_0_1,205.5, The machine dispensed many of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,18,0,4,0
blue,6.289066666666667,target,many,6,90_0_1,205.5, The machine dispensed many of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,18,90,4,1
orange,6.289066666666667,competitor,many,6,90_0_1,205.5, The machine dispensed many of the blue ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,18,0,4,0
blue,6.289066666666667,target,many,6,90_0_1,205.5, The machine dispensed many of the blue ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,18,90,4,1
blue,6.289066666666667,target,many,7,50_90_2,205.5, The machine dispensed,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,19,90,4,0
orange,6.289066666666667,competitor,many,7,50_90_2,205.5, The machine dispensed,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",prior,19,50,4,1
blue,6.289066666666667,target,many,7,50_90_2,205.5, The machine dispensed many of the,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,19,90,4,1
orange,6.289066666666667,competitor,many,7,50_90_2,205.5, The machine dispensed many of the,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",quantifier,19,50,4,0
blue,6.289066666666667,target,many,7,50_90_2,205.5, The machine dispensed many of the blue ones.,1,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,19,90,4,1
orange,6.289066666666667,competitor,many,7,50_90_2,205.5, The machine dispensed many of the blue ones.,2,2,many_some,"['gumball_blue_0.png', 'gumball_orange_0.png']",color,19,50,4,0
orange,6.289066666666667,target,many,8,75_100_1,205.5, The machine dispensed,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,20,75,4,0
blue,6.289066666666667,competitor,many,8,75_100_1,205.5, The machine dispensed,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,20,100,4,1
orange,6.289066666666667,target,many,8,75_100_1,205.5, The machine dispensed many of the,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,20,75,4,1
blue,6.289066666666667,competitor,many,8,75_100_1,205.5, The machine dispensed many of the,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",quantifier,20,100,4,0
orange,6.289066666666667,target,many,8,75_100_1,205.5, The machine dispensed many of the orange ones.,1,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,20,75,4,1
blue,6.289066666666667,competitor,many,8,75_100_1,205.5, The machine dispensed many of the orange ones.,2,2,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",color,20,100,4,0
orange,6.289066666666667,competitor,many,1,50_90_2,205.5, The machine dispensed,1,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,21,50,4,0
blue,6.289066666666667,target,many,1,50_90_2,205.5, The machine dispensed,2,3,many_some,"['gumball_orange_0.png', 'gumball_blue_0.png']",prior,21,90,4,1
