clicked,color,utterance_label,type,quantifier,Answer.time_in_minutes,Answer.bonus,Answer.condition,block,percentage,workerid,label,block_trial,position,trial,utterance,init_images
0,orange,color,60_90_1,most,11.436533333333333,213,most,8,90,3,competitor,1,1,61, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,11.436533333333333,213,most,8,60,3,target,1,2,61, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_100_1,some,11.436533333333333,213,most,8,100,3,competitor,2,1,62, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_1,some,11.436533333333333,213,most,8,25,3,target,2,2,62, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_100_1,some,11.436533333333333,213,most,8,100,3,competitor,2,1,62, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_100_1,some,11.436533333333333,213,most,8,25,3,target,2,2,62, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_100_1,some,11.436533333333333,213,most,8,100,3,competitor,2,1,62, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_100_1,some,11.436533333333333,213,most,8,25,3,target,2,2,62, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,11.436533333333333,213,most,8,60,3,target,3,1,63, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,11.436533333333333,213,most,8,25,3,competitor,3,2,63, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_60_2,most,11.436533333333333,213,most,8,60,3,target,3,1,63, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_60_2,most,11.436533333333333,213,most,8,25,3,competitor,3,2,63, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_60_2,most,11.436533333333333,213,most,8,60,3,target,3,1,63, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_60_2,most,11.436533333333333,213,most,8,25,3,competitor,3,2,63, The machine dispensed most of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_1,some,11.436533333333333,213,most,8,40,3,target,4,1,64, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_1,some,11.436533333333333,213,most,8,0,3,competitor,4,2,64, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_1,some,11.436533333333333,213,most,8,40,3,target,4,1,64, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_1,some,11.436533333333333,213,most,8,0,3,competitor,4,2,64, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_1,some,11.436533333333333,213,most,8,40,3,target,4,1,64, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_1,some,11.436533333333333,213,most,8,0,3,competitor,4,2,64, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_1,some,11.436533333333333,213,most,8,60,3,competitor,5,1,65, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_1,some,11.436533333333333,213,most,8,25,3,target,5,2,65, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_60_1,some,11.436533333333333,213,most,8,60,3,competitor,5,1,65, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_60_1,some,11.436533333333333,213,most,8,25,3,target,5,2,65, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_1,some,11.436533333333333,213,most,8,60,3,competitor,5,1,65, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_1,some,11.436533333333333,213,most,8,25,3,target,5,2,65, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_2,most,11.436533333333333,213,most,8,90,3,target,6,1,66, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_2,most,11.436533333333333,213,most,8,60,3,competitor,6,2,66, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,60_90_2,most,11.436533333333333,213,most,8,90,3,target,6,1,66, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,60_90_2,most,11.436533333333333,213,most,8,60,3,competitor,6,2,66, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,60_90_2,most,11.436533333333333,213,most,8,90,3,target,6,1,66, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,60_90_2,most,11.436533333333333,213,most,8,60,3,competitor,6,2,66, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_2,all,11.436533333333333,213,most,8,100,3,target,7,1,67, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_100_2,all,11.436533333333333,213,most,8,25,3,competitor,7,2,67, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,11.436533333333333,213,most,8,100,3,target,7,1,67, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,11.436533333333333,213,most,8,25,3,competitor,7,2,67, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,11.436533333333333,213,most,8,100,3,target,7,1,67, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,11.436533333333333,213,most,8,25,3,competitor,7,2,67, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_2,none,11.436533333333333,213,most,8,0,3,target,8,1,68, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_2,none,11.436533333333333,213,most,8,40,3,competitor,8,2,68, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_2,none,11.436533333333333,213,most,8,0,3,target,8,1,68, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_2,none,11.436533333333333,213,most,8,40,3,competitor,8,2,68, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_2,none,11.436533333333333,213,most,8,0,3,target,8,1,68, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_2,none,11.436533333333333,213,most,8,40,3,competitor,8,2,68, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,0_100_1,none,12.692433333333334,212,most,0,0,4,target,1,1,1, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,1,2,1, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,0_100_1,none,12.692433333333334,212,most,0,0,4,target,1,1,1, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,1,2,1, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,0_100_1,none,12.692433333333334,212,most,0,0,4,target,1,1,1, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,1,2,1, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,2,1,2, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,0_100_2,all,12.692433333333334,212,most,0,100,4,target,2,2,2, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,2,1,2, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,0_100_2,all,12.692433333333334,212,most,0,100,4,target,2,2,2, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,2,1,2, The machine dispensed all of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,0_100_2,all,12.692433333333334,212,most,0,100,4,target,2,2,2, The machine dispensed all of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,0_100_1,none,12.692433333333334,212,most,0,0,4,target,3,1,3, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,3,2,3, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,0_100_1,none,12.692433333333334,212,most,0,0,4,target,3,1,3, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,3,2,3, The machine dispensed none of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,0_100_1,none,12.692433333333334,212,most,0,0,4,target,3,1,3, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,0_100_1,none,12.692433333333334,212,most,0,100,4,competitor,3,2,3, The machine dispensed none of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,0_100_2,all,12.692433333333334,212,most,0,100,4,target,4,1,4, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,4,2,4, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,0_100_2,all,12.692433333333334,212,most,0,100,4,target,4,1,4, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,4,2,4, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,0_100_2,all,12.692433333333334,212,most,0,100,4,target,4,1,4, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,0_100_2,all,12.692433333333334,212,most,0,0,4,competitor,4,2,4, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,40_0_1,some,12.692433333333334,212,most,1,40,4,target,1,1,5, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,40_0_1,some,12.692433333333334,212,most,1,0,4,competitor,1,2,5, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_1,some,12.692433333333334,212,most,1,40,4,target,1,1,5, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_1,some,12.692433333333334,212,most,1,0,4,competitor,1,2,5, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_1,some,12.692433333333334,212,most,1,40,4,target,1,1,5, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_1,some,12.692433333333334,212,most,1,0,4,competitor,1,2,5, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,60_90_2,most,12.692433333333334,212,most,1,90,4,target,2,1,6, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,60_90_2,most,12.692433333333334,212,most,1,60,4,competitor,2,2,6, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,60_90_2,most,12.692433333333334,212,most,1,90,4,target,2,1,6, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,60_90_2,most,12.692433333333334,212,most,1,60,4,competitor,2,2,6, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,60_90_2,most,12.692433333333334,212,most,1,90,4,target,2,1,6, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,60_90_2,most,12.692433333333334,212,most,1,60,4,competitor,2,2,6, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,40_0_2,none,12.692433333333334,212,most,1,0,4,target,3,1,7, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_2,none,12.692433333333334,212,most,1,40,4,competitor,3,2,7, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,40_0_2,none,12.692433333333334,212,most,1,0,4,target,3,1,7, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,40_0_2,none,12.692433333333334,212,most,1,40,4,competitor,3,2,7, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_2,none,12.692433333333334,212,most,1,0,4,target,3,1,7, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_2,none,12.692433333333334,212,most,1,40,4,competitor,3,2,7, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_60_2,most,12.692433333333334,212,most,1,25,4,competitor,4,1,8, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_60_2,most,12.692433333333334,212,most,1,60,4,target,4,2,8, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_60_2,most,12.692433333333334,212,most,1,25,4,competitor,4,1,8, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_60_2,most,12.692433333333334,212,most,1,60,4,target,4,2,8, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_60_2,most,12.692433333333334,212,most,1,25,4,competitor,4,1,8, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_60_2,most,12.692433333333334,212,most,1,60,4,target,4,2,8, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,25_60_1,some,12.692433333333334,212,most,1,60,4,competitor,5,1,9, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_60_1,some,12.692433333333334,212,most,1,25,4,target,5,2,9, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_60_1,some,12.692433333333334,212,most,1,60,4,competitor,5,1,9, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_60_1,some,12.692433333333334,212,most,1,25,4,target,5,2,9, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_60_1,some,12.692433333333334,212,most,1,60,4,competitor,5,1,9, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_60_1,some,12.692433333333334,212,most,1,25,4,target,5,2,9, The machine dispensed some of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,25_100_1,some,12.692433333333334,212,most,1,25,4,target,6,1,10, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_100_1,some,12.692433333333334,212,most,1,100,4,competitor,6,2,10, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_100_1,some,12.692433333333334,212,most,1,25,4,target,6,1,10, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_100_1,some,12.692433333333334,212,most,1,100,4,competitor,6,2,10, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_100_1,some,12.692433333333334,212,most,1,25,4,target,6,1,10, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_100_1,some,12.692433333333334,212,most,1,100,4,competitor,6,2,10, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,25_100_2,all,12.692433333333334,212,most,1,100,4,target,7,1,11, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,25_100_2,all,12.692433333333334,212,most,1,25,4,competitor,7,2,11, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_100_2,all,12.692433333333334,212,most,1,100,4,target,7,1,11, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_100_2,all,12.692433333333334,212,most,1,25,4,competitor,7,2,11, The machine dispensed all of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_100_2,all,12.692433333333334,212,most,1,100,4,target,7,1,11, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_100_2,all,12.692433333333334,212,most,1,25,4,competitor,7,2,11, The machine dispensed all of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,60_90_1,most,12.692433333333334,212,most,1,90,4,competitor,8,1,12, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,60_90_1,most,12.692433333333334,212,most,1,60,4,target,8,2,12, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,60_90_1,most,12.692433333333334,212,most,1,90,4,competitor,8,1,12, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,60_90_1,most,12.692433333333334,212,most,1,60,4,target,8,2,12, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_1,most,12.692433333333334,212,most,1,90,4,competitor,8,1,12, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_1,most,12.692433333333334,212,most,1,60,4,target,8,2,12, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,40_0_1,some,12.692433333333334,212,most,2,40,4,target,1,1,13, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,40_0_1,some,12.692433333333334,212,most,2,0,4,competitor,1,2,13, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,40_0_1,some,12.692433333333334,212,most,2,40,4,target,1,1,13, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,40_0_1,some,12.692433333333334,212,most,2,0,4,competitor,1,2,13, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,40_0_1,some,12.692433333333334,212,most,2,40,4,target,1,1,13, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,40_0_1,some,12.692433333333334,212,most,2,0,4,competitor,1,2,13, The machine dispensed some of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_100_2,all,12.692433333333334,212,most,2,100,4,target,2,1,14, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_2,all,12.692433333333334,212,most,2,25,4,competitor,2,2,14, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,quantifier,25_100_2,all,12.692433333333334,212,most,2,100,4,target,2,1,14, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,quantifier,25_100_2,all,12.692433333333334,212,most,2,25,4,competitor,2,2,14, The machine dispensed all of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,color,25_100_2,all,12.692433333333334,212,most,2,100,4,target,2,1,14, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,color,25_100_2,all,12.692433333333334,212,most,2,25,4,competitor,2,2,14, The machine dispensed all of the orange ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_1,most,12.692433333333334,212,most,2,60,4,target,3,1,15, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,60_90_1,most,12.692433333333334,212,most,2,90,4,competitor,3,2,15, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,60_90_1,most,12.692433333333334,212,most,2,60,4,target,3,1,15, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,60_90_1,most,12.692433333333334,212,most,2,90,4,competitor,3,2,15, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,60_90_1,most,12.692433333333334,212,most,2,60,4,target,3,1,15, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,60_90_1,most,12.692433333333334,212,most,2,90,4,competitor,3,2,15, The machine dispensed most of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,60_90_2,most,12.692433333333334,212,most,2,60,4,competitor,4,1,16, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,prior,60_90_2,most,12.692433333333334,212,most,2,90,4,target,4,2,16, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,60_90_2,most,12.692433333333334,212,most,2,60,4,competitor,4,1,16, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,60_90_2,most,12.692433333333334,212,most,2,90,4,target,4,2,16, The machine dispensed most of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,60_90_2,most,12.692433333333334,212,most,2,60,4,competitor,4,1,16, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,60_90_2,most,12.692433333333334,212,most,2,90,4,target,4,2,16, The machine dispensed most of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,orange,prior,25_100_1,some,12.692433333333334,212,most,2,100,4,competitor,5,1,17, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_100_1,some,12.692433333333334,212,most,2,25,4,target,5,2,17, The machine dispensed,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,quantifier,25_100_1,some,12.692433333333334,212,most,2,100,4,competitor,5,1,17, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,quantifier,25_100_1,some,12.692433333333334,212,most,2,25,4,target,5,2,17, The machine dispensed some of the,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,orange,color,25_100_1,some,12.692433333333334,212,most,2,100,4,competitor,5,1,17, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
1,blue,color,25_100_1,some,12.692433333333334,212,most,2,25,4,target,5,2,17, The machine dispensed some of the blue ones.,"['gumball_orange_0.png', 'gumball_blue_0.png']"
0,blue,prior,25_60_2,most,12.692433333333334,212,most,2,25,4,competitor,6,1,18, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_2,most,12.692433333333334,212,most,2,60,4,target,6,2,18, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,25_60_2,most,12.692433333333334,212,most,2,25,4,competitor,6,1,18, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,quantifier,25_60_2,most,12.692433333333334,212,most,2,60,4,target,6,2,18, The machine dispensed most of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,color,25_60_2,most,12.692433333333334,212,most,2,25,4,competitor,6,1,18, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,color,25_60_2,most,12.692433333333334,212,most,2,60,4,target,6,2,18, The machine dispensed most of the orange ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,25_60_1,some,12.692433333333334,212,most,2,25,4,target,7,1,19, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,25_60_1,some,12.692433333333334,212,most,2,60,4,competitor,7,2,19, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,25_60_1,some,12.692433333333334,212,most,2,25,4,target,7,1,19, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,25_60_1,some,12.692433333333334,212,most,2,60,4,competitor,7,2,19, The machine dispensed some of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,25_60_1,some,12.692433333333334,212,most,2,25,4,target,7,1,19, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,25_60_1,some,12.692433333333334,212,most,2,60,4,competitor,7,2,19, The machine dispensed some of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,prior,40_0_2,none,12.692433333333334,212,most,2,0,4,target,8,1,20, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,orange,prior,40_0_2,none,12.692433333333334,212,most,2,40,4,competitor,8,2,20, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,quantifier,40_0_2,none,12.692433333333334,212,most,2,0,4,target,8,1,20, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,quantifier,40_0_2,none,12.692433333333334,212,most,2,40,4,competitor,8,2,20, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,color,40_0_2,none,12.692433333333334,212,most,2,0,4,target,8,1,20, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,color,40_0_2,none,12.692433333333334,212,most,2,40,4,competitor,8,2,20, The machine dispensed none of the blue ones.,"['gumball_blue_0.png', 'gumball_orange_0.png']"
1,blue,prior,40_0_2,none,12.692433333333334,212,most,3,40,4,competitor,1,1,21, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,orange,prior,40_0_2,none,12.692433333333334,212,most,3,0,4,target,1,2,21, The machine dispensed,"['gumball_blue_0.png', 'gumball_orange_0.png']"
0,blue,quantifier,40_0_2,none,12.692433333333334,212,most,3,40,4,competitor,1,1,21, The machine dispensed none of the,"['gumball_blue_0.png', 'gumball_orange_0.png']"
