type,trial,workerid,quantifier,block,color,Answer.time_in_minutes,Answer.bonus,label,utterance,block_trial,Answer.condition,position,utterance_label,init_images,percentage,clicked
75_100_2,8,4,all,1,orange,17.579666666666668,131.5,target, The machine dispensed,4,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,8,4,all,1,blue,17.579666666666668,131.5,competitor, The machine dispensed all of the,4,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,8,4,all,1,orange,17.579666666666668,131.5,target, The machine dispensed all of the,4,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,8,4,all,1,blue,17.579666666666668,131.5,competitor, The machine dispensed all of the orange ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,8,4,all,1,orange,17.579666666666668,131.5,target, The machine dispensed all of the orange ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
75_100_2,8,4,all,1,blue,17.579666666666668,131.5,competitor, The machine dispensed all of the orange ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,8,4,all,1,orange,17.579666666666668,131.5,target, The machine dispensed all of the orange ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
25_50_2,9,4,some,1,blue,17.579666666666668,131.5,competitor, The machine dispensed,5,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,9,4,some,1,orange,17.579666666666668,131.5,target, The machine dispensed,5,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,9,4,some,1,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the,5,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,9,4,some,1,orange,17.579666666666668,131.5,target, The machine dispensed some of the,5,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,9,4,some,1,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,5,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,9,4,some,1,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,5,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,9,4,some,1,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,5,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,9,4,some,1,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,5,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_1,10,4,some,1,orange,17.579666666666668,131.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,10,4,some,1,blue,17.579666666666668,131.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,10,4,some,1,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the,6,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,10,4,some,1,blue,17.579666666666668,131.5,target, The machine dispensed some of the,6,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,10,4,some,1,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,6,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,10,4,some,1,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,6,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,10,4,some,1,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,6,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_1,10,4,some,1,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,6,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,11,4,many,1,orange,17.579666666666668,131.5,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_2,11,4,many,1,blue,17.579666666666668,131.5,target, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_2,11,4,many,1,orange,17.579666666666668,131.5,competitor, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_2,11,4,many,1,blue,17.579666666666668,131.5,target, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_2,11,4,many,1,orange,17.579666666666668,131.5,competitor, The machine dispensed many of the blue ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_2,11,4,many,1,blue,17.579666666666668,131.5,target, The machine dispensed many of the blue ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
75_100_1,12,4,many,1,blue,17.579666666666668,131.5,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,12,4,many,1,orange,17.579666666666668,131.5,target, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,12,4,many,1,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,12,4,many,1,orange,17.579666666666668,131.5,target, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,12,4,many,1,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,12,4,many,1,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
90_0_1,13,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,13,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,13,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,1,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,13,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed many of the,1,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,13,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,1,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,13,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,1,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_1,14,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed,2,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,14,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,14,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the,2,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,14,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the,2,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,14,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,14,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,14,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,14,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
25_50_1,15,4,some,2,orange,17.579666666666668,131.5,target, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,15,4,some,2,blue,17.579666666666668,131.5,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,15,4,some,2,orange,17.579666666666668,131.5,target, The machine dispensed some of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,15,4,some,2,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,15,4,some,2,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,15,4,some,2,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
90_0_2,16,4,none,2,orange,17.579666666666668,131.5,target, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,16,4,none,2,blue,17.579666666666668,131.5,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_2,16,4,none,2,orange,17.579666666666668,131.5,target, The machine dispensed none of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,16,4,none,2,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_2,16,4,none,2,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,16,4,none,2,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_2,16,4,none,2,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,16,4,none,2,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
75_100_2,17,4,all,2,orange,17.579666666666668,131.5,target, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,17,4,all,2,blue,17.579666666666668,131.5,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_2,17,4,all,2,orange,17.579666666666668,131.5,target, The machine dispensed all of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,17,4,all,2,blue,17.579666666666668,131.5,competitor, The machine dispensed all of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_2,17,4,all,2,orange,17.579666666666668,131.5,target, The machine dispensed all of the orange ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,17,4,all,2,blue,17.579666666666668,131.5,competitor, The machine dispensed all of the orange ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
50_90_2,18,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,18,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,18,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,18,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed many of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,18,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,18,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,18,4,many,2,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,18,4,many,2,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
75_100_1,19,4,many,2,orange,17.579666666666668,131.5,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,19,4,many,2,blue,17.579666666666668,131.5,target, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_1,19,4,many,2,orange,17.579666666666668,131.5,competitor, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,19,4,many,2,blue,17.579666666666668,131.5,target, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_1,19,4,many,2,orange,17.579666666666668,131.5,competitor, The machine dispensed many of the blue ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,19,4,many,2,blue,17.579666666666668,131.5,target, The machine dispensed many of the blue ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
25_50_2,20,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,20,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,20,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,20,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,20,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,20,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,20,4,some,2,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,20,4,some,2,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
75_100_2,21,4,all,3,orange,17.579666666666668,131.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,21,4,all,3,blue,17.579666666666668,131.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,21,4,all,3,orange,17.579666666666668,131.5,competitor, The machine dispensed all of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,21,4,all,3,blue,17.579666666666668,131.5,target, The machine dispensed all of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,21,4,all,3,orange,17.579666666666668,131.5,competitor, The machine dispensed all of the blue ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,21,4,all,3,blue,17.579666666666668,131.5,target, The machine dispensed all of the blue ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,21,4,all,3,orange,17.579666666666668,131.5,competitor, The machine dispensed all of the blue ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,21,4,all,3,blue,17.579666666666668,131.5,target, The machine dispensed all of the blue ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_1,22,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,2,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,22,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed,2,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,22,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,2,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,22,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the,2,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,22,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,22,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_1,22,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_1,22,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
25_50_2,23,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,23,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,23,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed some of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,23,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,23,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,23,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,23,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,23,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
90_0_2,24,4,none,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,4,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,24,4,none,3,orange,17.579666666666668,131.5,target, The machine dispensed,4,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,24,4,none,3,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the,4,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,24,4,none,3,orange,17.579666666666668,131.5,target, The machine dispensed none of the,4,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,24,4,none,3,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the orange ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,24,4,none,3,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,24,4,none,3,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the orange ones.,4,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,24,4,none,3,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,4,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_1,25,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,25,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_1,25,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,25,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_1,25,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,25,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_1,25,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,25,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
50_90_2,26,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,26,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,26,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,26,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,26,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,26,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,26,4,many,3,blue,17.579666666666668,131.5,competitor, The machine dispensed many of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,26,4,many,3,orange,17.579666666666668,131.5,target, The machine dispensed many of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
25_50_1,27,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed,7,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,27,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed,7,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,27,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the,7,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,27,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed some of the,7,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_1,27,4,some,3,blue,17.579666666666668,131.5,competitor, The machine dispensed some of the orange ones.,7,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_1,27,4,some,3,orange,17.579666666666668,131.5,target, The machine dispensed some of the orange ones.,7,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
50_90_1,28,4,some,3,orange,17.579666666666668,131.5,competitor, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,28,4,some,3,blue,17.579666666666668,131.5,target, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,28,4,some,3,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,28,4,some,3,blue,17.579666666666668,131.5,target, The machine dispensed some of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,28,4,some,3,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,28,4,some,3,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,28,4,some,3,orange,17.579666666666668,131.5,competitor, The machine dispensed some of the blue ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,28,4,some,3,blue,17.579666666666668,131.5,target, The machine dispensed some of the blue ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
90_0_2,29,4,none,4,orange,17.579666666666668,131.5,target, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,29,4,none,4,blue,17.579666666666668,131.5,competitor, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,29,4,none,4,orange,17.579666666666668,131.5,target, The machine dispensed none of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,29,4,none,4,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,29,4,none,4,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,29,4,none,4,blue,17.579666666666668,131.5,competitor, The machine dispensed none of the orange ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,29,4,none,4,orange,17.579666666666668,131.5,target, The machine dispensed none of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
